,exp_type,experiment,frac_gene,gene,trial,growth_rate_hr
5420,A-lim,NQ393_Glc_IPTG100,0.0047814207650273200,aspC,3.0,0.884868741140356
5421,A-lim,NQ393_Glc_IPTG100,0.0016222677595628400,aspS,3.0,0.884868741140356
5422,A-lim,NQ393_Glc_IPTG100,0.008111338797814210,atpA,3.0,0.884868741140356
5423,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,atpC,3.0,0.884868741140356
5424,A-lim,NQ393_Glc_IPTG100,0.009135928961748630,atpD,3.0,0.884868741140356
5425,A-lim,NQ393_Glc_IPTG100,0.0012807377049180300,atpF,3.0,0.884868741140356
5426,A-lim,NQ393_Glc_IPTG100,0.0008538251366120220,atpG,3.0,0.884868741140356
5427,A-lim,NQ393_Glc_IPTG100,0.0010245901639344300,atpH,3.0,0.884868741140356
5428,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,avtA,3.0,0.884868741140356
5429,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,bcp,3.0,0.884868741140356
5430,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,betB,3.0,0.884868741140356
5431,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,bfr,3.0,0.884868741140356
5432,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,bglA,3.0,0.884868741140356
5433,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,bglX,3.0,0.884868741140356
5434,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,bioB,3.0,0.884868741140356
5435,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,borD,3.0,0.884868741140356
5436,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,btuB,3.0,0.884868741140356
5437,A-lim,NQ393_Glc_IPTG100,0.0007684426229508200,can,3.0,0.884868741140356
5438,A-lim,NQ393_Glc_IPTG100,0.0020491803278688500,carA,3.0,0.884868741140356
5439,A-lim,NQ393_Glc_IPTG100,0.003756830601092900,carB,3.0,0.884868741140356
5440,A-lim,NQ393_Glc_IPTG100,0.00273224043715847,cheA,3.0,0.884868741140356
5441,A-lim,NQ393_Glc_IPTG100,0.0011099726775956300,cheW,3.0,0.884868741140356
5442,A-lim,NQ393_Glc_IPTG100,0.001366120218579240,cheY,3.0,0.884868741140356
5443,A-lim,NQ393_Glc_IPTG100,0.0014515027322404400,cheZ,3.0,0.884868741140356
5444,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,cirA,3.0,0.884868741140356
5445,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,clpA,3.0,0.884868741140356
5446,A-lim,NQ393_Glc_IPTG100,0.0020491803278688500,clpB,3.0,0.884868741140356
5447,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,clpP,3.0,0.884868741140356
5448,A-lim,NQ393_Glc_IPTG100,0.0012807377049180300,clpX,3.0,0.884868741140356
5449,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,cmk,3.0,0.884868741140356
5450,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,coaBC,3.0,0.884868741140356
5451,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,codA,3.0,0.884868741140356
5452,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,copA,3.0,0.884868741140356
5453,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,cpdB,3.0,0.884868741140356
5454,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,cptA,3.0,0.884868741140356
5455,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,creA,3.0,0.884868741140356
5456,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,crl,3.0,0.884868741140356
5457,A-lim,NQ393_Glc_IPTG100,0.0010245901639344300,crp,3.0,0.884868741140356
5458,A-lim,NQ393_Glc_IPTG100,0.0020491803278688500,crr,3.0,0.884868741140356
5459,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,cspA,3.0,0.884868741140356
5460,A-lim,NQ393_Glc_IPTG100,0.0016222677595628400,cspC,3.0,0.884868741140356
5461,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,cspD,3.0,0.884868741140356
5462,A-lim,NQ393_Glc_IPTG100,0.0019637978142076500,cspE,3.0,0.884868741140356
5463,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,csrA,3.0,0.884868741140356
5464,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,cstA,3.0,0.884868741140356
5465,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,cueO,3.0,0.884868741140356
5466,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,cusA,3.0,0.884868741140356
5467,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,cusB,3.0,0.884868741140356
5468,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,cusC,3.0,0.884868741140356
5469,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,cydA,3.0,0.884868741140356
5470,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,cyoA,3.0,0.884868741140356
5471,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,cysA,3.0,0.884868741140356
5472,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,cysB,3.0,0.884868741140356
5473,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,cysC,3.0,0.884868741140356
5474,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,cysD,3.0,0.884868741140356
5475,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,cysH,3.0,0.884868741140356
5476,A-lim,NQ393_Glc_IPTG100,0.0012807377049180300,cysI,3.0,0.884868741140356
5477,A-lim,NQ393_Glc_IPTG100,0.0017076502732240400,cysJ,3.0,0.884868741140356
5478,A-lim,NQ393_Glc_IPTG100,0.007257513661202190,cysK,3.0,0.884868741140356
5479,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,cysM,3.0,0.884868741140356
5480,A-lim,NQ393_Glc_IPTG100,0.0014515027322404400,cysN,3.0,0.884868741140356
5481,A-lim,NQ393_Glc_IPTG100,0.001366120218579240,cysP,3.0,0.884868741140356
5482,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,dacA,3.0,0.884868741140356
5483,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,damX,3.0,0.884868741140356
5484,A-lim,NQ393_Glc_IPTG100,0.0011953551912568300,dapA,3.0,0.884868741140356
5485,A-lim,NQ393_Glc_IPTG100,0.0006830601092896180,dapB,3.0,0.884868741140356
5486,A-lim,NQ393_Glc_IPTG100,0.003586065573770490,dapD,3.0,0.884868741140356
5487,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,dcp,3.0,0.884868741140356
5488,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,dcrB,3.0,0.884868741140356
5489,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,dcyD,3.0,0.884868741140356
5490,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,deaD,3.0,0.884868741140356
5491,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,def,3.0,0.884868741140356
5492,A-lim,NQ393_Glc_IPTG100,0.0008538251366120220,degP,3.0,0.884868741140356
5493,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,degQ,3.0,0.884868741140356
5494,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,deoB,3.0,0.884868741140356
5495,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,deoC,3.0,0.884868741140356
5496,A-lim,NQ393_Glc_IPTG100,0.0010245901639344300,deoD,3.0,0.884868741140356
5497,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,dhaK,3.0,0.884868741140356
5498,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,dhaL,3.0,0.884868741140356
5499,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,dhaM,3.0,0.884868741140356
5500,A-lim,NQ393_Glc_IPTG100,0.0010245901639344300,dksA,3.0,0.884868741140356
5501,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,dld,3.0,0.884868741140356
5502,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,dnaB,3.0,0.884868741140356
5503,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,dnaJ,3.0,0.884868741140356
5504,A-lim,NQ393_Glc_IPTG100,0.005379098360655740,dnaK,3.0,0.884868741140356
5505,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,dnaN,3.0,0.884868741140356
5506,A-lim,NQ393_Glc_IPTG100,0.0034153005464480900,dppA,3.0,0.884868741140356
5507,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,dppC,3.0,0.884868741140356
5508,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,dppD,3.0,0.884868741140356
5509,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,dppF,3.0,0.884868741140356
5510,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,dsbA,3.0,0.884868741140356
5511,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,dsbC,3.0,0.884868741140356
5512,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,dut,3.0,0.884868741140356
5513,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,ecnB,3.0,0.884868741140356
5514,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,eda,3.0,0.884868741140356
5515,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,efp,3.0,0.884868741140356
5516,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,elaB,3.0,0.884868741140356
5517,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,elbB,3.0,0.884868741140356
5518,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,engA,3.0,0.884868741140356
5519,A-lim,NQ393_Glc_IPTG100,0.0007684426229508200,engD,3.0,0.884868741140356
5520,A-lim,NQ393_Glc_IPTG100,0.005806010928961750,eno,3.0,0.884868741140356
5521,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,entA,3.0,0.884868741140356
5522,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,entE,3.0,0.884868741140356
5523,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,erpA,3.0,0.884868741140356
5524,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,exbB,3.0,0.884868741140356
5525,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,fabA,3.0,0.884868741140356
5526,A-lim,NQ393_Glc_IPTG100,0.000939207650273224,fabB,3.0,0.884868741140356
5527,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,fabD,3.0,0.884868741140356
5528,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,fabF,3.0,0.884868741140356
5529,A-lim,NQ393_Glc_IPTG100,0.0011953551912568300,fabG,3.0,0.884868741140356
5530,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,fabH,3.0,0.884868741140356
5531,A-lim,NQ393_Glc_IPTG100,0.003329918032786890,fabI,3.0,0.884868741140356
5532,A-lim,NQ393_Glc_IPTG100,0.0008538251366120220,fabZ,3.0,0.884868741140356
5533,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,fadA,3.0,0.884868741140356
5534,A-lim,NQ393_Glc_IPTG100,0.0007684426229508200,fadB,3.0,0.884868741140356
5535,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,fadE,3.0,0.884868741140356
5536,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,fadL,3.0,0.884868741140356
5537,A-lim,NQ393_Glc_IPTG100,0.0020491803278688500,fbaA,3.0,0.884868741140356
5538,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,fbaB,3.0,0.884868741140356
5539,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,fbp,3.0,0.884868741140356
5540,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,ffh,3.0,0.884868741140356
5541,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,fhuA,3.0,0.884868741140356
5542,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,finO,3.0,0.884868741140356
5543,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,fis,3.0,0.884868741140356
5544,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,fiu,3.0,0.884868741140356
5545,A-lim,NQ393_Glc_IPTG100,0.0012807377049180300,fklB,3.0,0.884868741140356
5546,A-lim,NQ393_Glc_IPTG100,0.0015368852459016400,fkpA,3.0,0.884868741140356
5547,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,fldA,3.0,0.884868741140356
5548,A-lim,NQ393_Glc_IPTG100,0.0006830601092896180,flgE,3.0,0.884868741140356
5549,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,flgH,3.0,0.884868741140356
5550,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,flgK,3.0,0.884868741140356
5551,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,flgL,3.0,0.884868741140356
5552,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,flgN,3.0,0.884868741140356
5553,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,fliA,3.0,0.884868741140356
5554,A-lim,NQ393_Glc_IPTG100,0.02296789617486340,fliC,3.0,0.884868741140356
5555,A-lim,NQ393_Glc_IPTG100,0.000939207650273224,fliD,3.0,0.884868741140356
5556,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,fliF,3.0,0.884868741140356
5557,A-lim,NQ393_Glc_IPTG100,0.0006830601092896180,fliG,3.0,0.884868741140356
5558,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,fliH,3.0,0.884868741140356
5559,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,fliL,3.0,0.884868741140356
5560,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,fliM,3.0,0.884868741140356
5561,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,fliN,3.0,0.884868741140356
5562,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,fliO,3.0,0.884868741140356
5563,A-lim,NQ393_Glc_IPTG100,0.0016222677595628400,fliY,3.0,0.884868741140356
5564,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,fliZ,3.0,0.884868741140356
5565,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,flu,3.0,0.884868741140356
5566,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,fmt,3.0,0.884868741140356
5567,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,fnr,3.0,0.884868741140356
5568,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,folD,3.0,0.884868741140356
5569,A-lim,NQ393_Glc_IPTG100,0.0015368852459016400,folE,3.0,0.884868741140356
5570,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,folP,3.0,0.884868741140356
5571,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,folX,3.0,0.884868741140356
5572,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,frmA,3.0,0.884868741140356
5573,A-lim,NQ393_Glc_IPTG100,0.001366120218579240,frr,3.0,0.884868741140356
5574,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,ftnA,3.0,0.884868741140356
5575,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,ftsE,3.0,0.884868741140356
5576,A-lim,NQ393_Glc_IPTG100,0.0014515027322404400,ftsH,3.0,0.884868741140356
5577,A-lim,NQ393_Glc_IPTG100,0.00273224043715847,ftsZ,3.0,0.884868741140356
5578,A-lim,NQ393_Glc_IPTG100,0.0016222677595628400,fumA,3.0,0.884868741140356
5579,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,fumC,3.0,0.884868741140356
5580,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,fur,3.0,0.884868741140356
5581,A-lim,NQ393_Glc_IPTG100,0.015027322404371600,fusA,3.0,0.884868741140356
5582,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,gabT,3.0,0.884868741140356
5583,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,galM,3.0,0.884868741140356
5584,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,galU,3.0,0.884868741140356
5585,A-lim,NQ393_Glc_IPTG100,0.00665983606557377,gapA,3.0,0.884868741140356
5586,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,gcvP,3.0,0.884868741140356
5587,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,gcvT,3.0,0.884868741140356
5588,A-lim,NQ393_Glc_IPTG100,0.0019637978142076500,gdhA,3.0,0.884868741140356
5589,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,ghrA,3.0,0.884868741140356
5590,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,ghrB,3.0,0.884868741140356
5591,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,glcB,3.0,0.884868741140356
5592,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,glgA,3.0,0.884868741140356
5593,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,glgB,3.0,0.884868741140356
5594,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,glk,3.0,0.884868741140356
5595,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,glmM,3.0,0.884868741140356
5596,A-lim,NQ393_Glc_IPTG100,0.0015368852459016400,glmS,3.0,0.884868741140356
5597,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,glmU,3.0,0.884868741140356
5598,A-lim,NQ393_Glc_IPTG100,0.005720628415300550,glnA,3.0,0.884868741140356
5599,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,glnB,3.0,0.884868741140356
5600,A-lim,NQ393_Glc_IPTG100,0.0014515027322404400,glnH,3.0,0.884868741140356
5601,A-lim,NQ393_Glc_IPTG100,0.0006830601092896180,glnS,3.0,0.884868741140356
5602,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,glpA,3.0,0.884868741140356
5603,A-lim,NQ393_Glc_IPTG100,0.0007684426229508200,glpD,3.0,0.884868741140356
5604,A-lim,NQ393_Glc_IPTG100,0.004952185792349730,glpK,3.0,0.884868741140356
5605,A-lim,NQ393_Glc_IPTG100,0.001366120218579240,glpQ,3.0,0.884868741140356
5606,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,glpT,3.0,0.884868741140356
5607,A-lim,NQ393_Glc_IPTG100,0.007855191256830600,gltA,3.0,0.884868741140356
5608,A-lim,NQ393_Glc_IPTG100,0.009477459016393440,gltB,3.0,0.884868741140356
5609,A-lim,NQ393_Glc_IPTG100,0.002134562841530060,gltD,3.0,0.884868741140356
5610,A-lim,NQ393_Glc_IPTG100,0.004525273224043720,gltI,3.0,0.884868741140356
5611,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,gltK,3.0,0.884868741140356
5612,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,gltL,3.0,0.884868741140356
5613,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,gltX,3.0,0.884868741140356
5614,A-lim,NQ393_Glc_IPTG100,0.0028176229508196700,glyA,3.0,0.884868741140356
5615,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,glyQ,3.0,0.884868741140356
5616,A-lim,NQ393_Glc_IPTG100,0.0014515027322404400,glyS,3.0,0.884868741140356
5617,A-lim,NQ393_Glc_IPTG100,0.0008538251366120220,gmhA,3.0,0.884868741140356
5618,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,gmk,3.0,0.884868741140356
5619,A-lim,NQ393_Glc_IPTG100,0.002305327868852460,gnd,3.0,0.884868741140356
5620,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,gnsB,3.0,0.884868741140356
5621,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,gor,3.0,0.884868741140356
5622,A-lim,NQ393_Glc_IPTG100,0.0015368852459016400,gpmA,3.0,0.884868741140356
5623,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,gpmI,3.0,0.884868741140356
5624,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,gpt,3.0,0.884868741140356
5625,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,grcA,3.0,0.884868741140356
5626,A-lim,NQ393_Glc_IPTG100,0.0007684426229508200,greA,3.0,0.884868741140356
5627,A-lim,NQ393_Glc_IPTG100,0.009221311475409840,groL,3.0,0.884868741140356
5628,A-lim,NQ393_Glc_IPTG100,0.0030737704918032800,groS,3.0,0.884868741140356
5629,A-lim,NQ393_Glc_IPTG100,0.0007684426229508200,grpE,3.0,0.884868741140356
5630,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,grxB,3.0,0.884868741140356
5631,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,grxC,3.0,0.884868741140356
5632,A-lim,NQ393_Glc_IPTG100,0.0007684426229508200,grxD,3.0,0.884868741140356
5633,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,gsiB,3.0,0.884868741140356
5634,A-lim,NQ393_Glc_IPTG100,0.000939207650273224,guaA,3.0,0.884868741140356
5635,A-lim,NQ393_Glc_IPTG100,0.001366120218579240,guaB,3.0,0.884868741140356
5636,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,guaC,3.0,0.884868741140356
5637,A-lim,NQ393_Glc_IPTG100,0.0008538251366120220,gyrA,3.0,0.884868741140356
5638,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,gyrB,3.0,0.884868741140356
5639,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,hemL,3.0,0.884868741140356
5640,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,hemN,3.0,0.884868741140356
5641,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,hemX,3.0,0.884868741140356
5642,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,hemY,3.0,0.884868741140356
5643,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,hflC,3.0,0.884868741140356
5644,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,hflD,3.0,0.884868741140356
5645,A-lim,NQ393_Glc_IPTG100,0.0008538251366120220,hflK,3.0,0.884868741140356
5646,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,hflX,3.0,0.884868741140356
5647,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,hfq,3.0,0.884868741140356
5648,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,hinT,3.0,0.884868741140356
5649,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,hisA,3.0,0.884868741140356
5650,A-lim,NQ393_Glc_IPTG100,0.000939207650273224,hisB,3.0,0.884868741140356
5651,A-lim,NQ393_Glc_IPTG100,0.001366120218579240,hisC,3.0,0.884868741140356
5652,A-lim,NQ393_Glc_IPTG100,0.0008538251366120220,hisD,3.0,0.884868741140356
5653,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,hisF,3.0,0.884868741140356
5654,A-lim,NQ393_Glc_IPTG100,0.0011953551912568300,hisG,3.0,0.884868741140356
5655,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,hisH,3.0,0.884868741140356
5656,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,hisI,3.0,0.884868741140356
5657,A-lim,NQ393_Glc_IPTG100,0.004098360655737710,hisJ,3.0,0.884868741140356
5658,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,hisP,3.0,0.884868741140356
5659,A-lim,NQ393_Glc_IPTG100,0.0010245901639344300,hisS,3.0,0.884868741140356
5660,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,hldD,3.0,0.884868741140356
5661,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,hldE,3.0,0.884868741140356
5662,A-lim,NQ393_Glc_IPTG100,0.005549863387978140,hns,3.0,0.884868741140356
5663,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,hscA,3.0,0.884868741140356
5664,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,hsdM,3.0,0.884868741140356
5665,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,hslO,3.0,0.884868741140356
5666,A-lim,NQ393_Glc_IPTG100,0.0006830601092896180,hslU,3.0,0.884868741140356
5667,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,hslV,3.0,0.884868741140356
5668,A-lim,NQ393_Glc_IPTG100,0.001878415300546450,htpG,3.0,0.884868741140356
5669,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,htpX,3.0,0.884868741140356
5670,A-lim,NQ393_Glc_IPTG100,0.004098360655737710,hupA,3.0,0.884868741140356
5671,A-lim,NQ393_Glc_IPTG100,0.0028176229508196700,hupB,3.0,0.884868741140356
5672,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,iadA,3.0,0.884868741140356
5673,A-lim,NQ393_Glc_IPTG100,0.011953551912568300,icd,3.0,0.884868741140356
5674,A-lim,NQ393_Glc_IPTG100,0.00017076502732240400,iciA,3.0,0.884868741140356
5675,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,iclR,3.0,0.884868741140356
5676,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,ihfA,3.0,0.884868741140356
5677,A-lim,NQ393_Glc_IPTG100,0.001366120218579240,ileS,3.0,0.884868741140356
5678,A-lim,NQ393_Glc_IPTG100,0.0016222677595628400,ilvA,3.0,0.884868741140356
5679,A-lim,NQ393_Glc_IPTG100,0.0006830601092896180,ilvB,3.0,0.884868741140356
5680,A-lim,NQ393_Glc_IPTG100,0.005037568306010930,ilvC,3.0,0.884868741140356
5681,A-lim,NQ393_Glc_IPTG100,0.003244535519125680,ilvD,3.0,0.884868741140356
5682,A-lim,NQ393_Glc_IPTG100,0.0024760928961748600,ilvE,3.0,0.884868741140356
5683,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,ilvG,3.0,0.884868741140356
5684,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,ilvH,3.0,0.884868741140356
5685,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,ilvI,3.0,0.884868741140356
5686,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,ilvM,3.0,0.884868741140356
5687,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,infA,3.0,0.884868741140356
5688,A-lim,NQ393_Glc_IPTG100,0.003244535519125680,infB,3.0,0.884868741140356
5689,A-lim,NQ393_Glc_IPTG100,0.0010245901639344300,infC,3.0,0.884868741140356
5690,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,iscA,3.0,0.884868741140356
5691,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,iscR,3.0,0.884868741140356
5692,A-lim,NQ393_Glc_IPTG100,0.000939207650273224,iscS,3.0,0.884868741140356
5693,A-lim,NQ393_Glc_IPTG100,0.0004269125683060110,ispG,3.0,0.884868741140356
5694,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,katE,3.0,0.884868741140356
5695,A-lim,NQ393_Glc_IPTG100,0.0023907103825136600,katG,3.0,0.884868741140356
5696,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,kdgR,3.0,0.884868741140356
5697,A-lim,NQ393_Glc_IPTG100,0.0005122950819672130,kdpB,3.0,0.884868741140356
5698,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,kdpC,3.0,0.884868741140356
5699,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,kdpD,3.0,0.884868741140356
5700,A-lim,NQ393_Glc_IPTG100,0.0005976775956284150,kdsA,3.0,0.884868741140356
5701,A-lim,NQ393_Glc_IPTG100,0.00034153005464480900,kdsB,3.0,0.884868741140356
5702,A-lim,NQ393_Glc_IPTG100,0.00025614754098360700,kdsC,3.0,0.884868741140356
5703,A-lim,NQ393_Glc_IPTG100,8.53825136612022E-05,kdsD,3.0,0.884868741140356
