gene,counts,phase,time,fraction,cog_letter,sector
rrrQ,5,ss_preshift,0.0,4.0630197110087843e-07,M,other
rsd,1152,ss_preshift,0.0,9.36119741416424e-05,K,other
rseA,2651,ss_preshift,0.0,0.0002154213050776,T,other
rseB,1646,ss_preshift,0.0,0.0001337546088864,T,other
rseC,385,ss_preshift,0.0,3.128525177476764e-05,T,other
rseP,4289,ss_preshift,0.0,0.0003485258308103,O,other
rsfS,1530,ss_preshift,0.0,0.0001243284031568,J,ribosomal
rsgA,1697,ss_preshift,0.0,0.0001378988889916,J,ribosomal
rsmA,2894,ss_preshift,0.0,0.0002351675808731,J,ribosomal
rsmB,1624,ss_preshift,0.0,0.0001319668802135,J,ribosomal
rsmC,1365,ss_preshift,0.0,0.0001109204381105,J,ribosomal
rsmD,875,ss_preshift,0.0,7.110284494265372e-05,J,ribosomal
rsmE,658,ss_preshift,0.0,5.34693393968756e-05,J,ribosomal
rsmF,717,ss_preshift,0.0,5.826370265586597e-05,J,ribosomal
rsmG,786,ss_preshift,0.0,6.38706698570581e-05,J,ribosomal
rsmH,1712,ss_preshift,0.0,0.0001391177949049,J,ribosomal
rsmI,779,ss_preshift,0.0,6.330184709751686e-05,J,ribosomal
rsmJ,514,ss_preshift,0.0,4.176784262917031e-05,S,other
rspA,42,ss_preshift,0.0,3.412936557247379e-06,M,other
rspB,67,ss_preshift,0.0,5.444446412751772e-06,E,metabolic
rssA,780,ss_preshift,0.0,6.338310749173704e-05,R,other
rssB,574,ss_preshift,0.0,4.664346628238085e-05,T,other
rstA,630,ss_preshift,0.0,5.119404835871069e-05,T,other
rstB,432,ss_preshift,0.0,3.51044903031159e-05,T,other
rsuA,1264,ss_preshift,0.0,0.0001027131382943,J,ribosomal
rsxA,584,ss_preshift,0.0,4.74560702245826e-05,C,metabolic
rsxB,886,ss_preshift,0.0,7.199670927907566e-05,C,metabolic
rsxC,2926,ss_preshift,0.0,0.0002377679134882,C,metabolic
rsxD,998,ss_preshift,0.0,8.109787343173533e-05,C,metabolic
rsxE,929,ss_preshift,0.0,7.549090623054321e-05,C,metabolic
rsxG,851,ss_preshift,0.0,6.915259548136951e-05,C,metabolic
rtcA,85,ss_preshift,0.0,6.907133508714933e-06,A,other
rtcB,88,ss_preshift,0.0,7.1509146913754605e-06,J,ribosomal
rtcR,23,ss_preshift,0.0,1.8689890670640408e-06,K,other
rusA,3,ss_preshift,0.0,2.437811826605271e-07,L,other
rutA,28,ss_preshift,0.0,2.27529103816492e-06,H,metabolic
rutB,9,ss_preshift,0.0,7.313435479815812e-07,H,metabolic
rutC,3,ss_preshift,0.0,2.437811826605271e-07,V,other
rutD,6,ss_preshift,0.0,4.875623653210541e-07,E,metabolic
rutE,8,ss_preshift,0.0,6.500831537614056e-07,C,metabolic
rutF,8,ss_preshift,0.0,6.500831537614056e-07,C,metabolic
rutG,52,ss_preshift,0.0,4.225540499449136e-06,F,metabolic
rutR,278,ss_preshift,0.0,2.259038959320884e-05,K,other
ruvA,614,ss_preshift,0.0,4.989388205118787e-05,L,other
ruvB,807,ss_preshift,0.0,6.557713813568178e-05,L,other
ruvC,2784,ss_preshift,0.0,0.0002262289375089,L,other
rzoD,0,ss_preshift,0.0,0.0,S,other
rzoR,0,ss_preshift,0.0,0.0,S,other
rzpD,19,ss_preshift,0.0,1.543947490183338e-06,S,other
rzpR,4,ss_preshift,0.0,3.250415768807028e-07,S,other
sad,379,ss_preshift,0.0,3.079768940944659e-05,C,metabolic
safA,0,ss_preshift,0.0,0.0,S,other
sanA,189,ss_preshift,0.0,1.5358214507613204e-05,M,other
sapA,823,ss_preshift,0.0,6.687730444320459e-05,E,metabolic
sapB,348,ss_preshift,0.0,2.827861718862114e-05,V,other
sapC,347,ss_preshift,0.0,2.8197356794400964e-05,V,other
sapD,861,ss_preshift,0.0,6.996519942357127e-05,V,other
sapF,487,ss_preshift,0.0,3.957381198522556e-05,V,other
satP,121,ss_preshift,0.0,9.832507700641258e-06,C,metabolic
sbcB,1175,ss_preshift,0.0,9.548096320870644e-05,L,other
sbcC,1101,ss_preshift,0.0,8.946769403641344e-05,L,other
sbcD,379,ss_preshift,0.0,3.079768940944659e-05,L,other
sbmA,408,ss_preshift,0.0,3.315424084183168e-05,I,other
sbmC,118,ss_preshift,0.0,9.588726517980732e-06,L,other
sbp,677,ss_preshift,0.0,5.501328688705894e-05,P,metabolic
scpA,69,ss_preshift,0.0,5.606967201192122e-06,I,other
scpB,25,ss_preshift,0.0,2.0315098555043923e-06,I,other
scpC,57,ss_preshift,0.0,4.631842470550015e-06,C,metabolic
sdaA,577,ss_preshift,0.0,4.688724746504137e-05,E,metabolic
sdaB,884,ss_preshift,0.0,7.183418849063531e-05,E,metabolic
sdaC,3107,ss_preshift,0.0,0.000252476044842,E,metabolic
sdhA,15616,ss_preshift,0.0,0.0012689623161422,C,metabolic
sdhB,10363,ss_preshift,0.0,0.0008421014653036,C,metabolic
sdhC,4143,ss_preshift,0.0,0.0003366618132541,C,metabolic
sdhD,2083,ss_preshift,0.0,0.0001692654011606,C,metabolic
sdhE,950,ss_preshift,0.0,7.719737450916691e-05,O,other
sdiA,210,ss_preshift,0.0,1.7064682786236893e-05,T,other
secA,15490,ss_preshift,0.0,0.0012587235064705,U,other
secB,4297,ss_preshift,0.0,0.000349175913964,U,other
secD,19373,ss_preshift,0.0,0.0015742576172274,U,other
secE,6552,ss_preshift,0.0,0.0005324181029305,U,other
secF,9422,ss_preshift,0.0,0.0007656354343424,U,other
secG,6014,ss_preshift,0.0,0.0004887000108401,U,other
secM,2056,ss_preshift,0.0,0.0001670713705166,S,other
secY,84874,ss_preshift,0.0,0.0068968946990431,U,other
selA,1069,ss_preshift,0.0,8.686736142136782e-05,J,ribosomal
selB,2277,ss_preshift,0.0,0.0001850299176393,J,ribosomal
selD,1530,ss_preshift,0.0,0.0001243284031568,E,metabolic
seqA,2568,ss_preshift,0.0,0.0002086766923574,L,other
serA,15668,ss_preshift,0.0,0.0012731878566417,H,metabolic
serB,2086,ss_preshift,0.0,0.0001695091823432,E,metabolic
serC,16403,ss_preshift,0.0,0.0013329142463935,H,metabolic
serS,7784,ss_preshift,0.0,0.0006325309086098,J,ribosomal
setA,223,ss_preshift,0.0,1.812106791109918e-05,G,metabolic
setB,78,ss_preshift,0.0,6.338310749173704e-06,G,metabolic
setC,7,ss_preshift,0.0,5.688227595412298e-07,G,metabolic
sfmA,9,ss_preshift,0.0,7.313435479815812e-07,N,other
sfmC,0,ss_preshift,0.0,0.0,W,other
sfmD,43,ss_preshift,0.0,3.4941969514675546e-06,N,other
sfmF,11,ss_preshift,0.0,8.938643364219326e-07,N,other
sfmH,4,ss_preshift,0.0,3.250415768807028e-07,N,other
sfsA,1008,ss_preshift,0.0,8.19104773739371e-05,G,metabolic
sfsB,59,ss_preshift,0.0,4.794363258990366e-06,K,other
sgbE,30,ss_preshift,0.0,2.4378118266052708e-06,G,metabolic
sgbH,8,ss_preshift,0.0,6.500831537614056e-07,G,metabolic
sgbU,13,ss_preshift,0.0,1.056385124862284e-06,G,metabolic
sgcA,45,ss_preshift,0.0,3.656717739907906e-06,G,metabolic
sgcB,13,ss_preshift,0.0,1.056385124862284e-06,G,metabolic
sgcC,39,ss_preshift,0.0,3.169155374586852e-06,G,metabolic
sgcE,28,ss_preshift,0.0,2.27529103816492e-06,G,metabolic
sgcQ,35,ss_preshift,0.0,2.844113797706149e-06,R,other
sgcR,59,ss_preshift,0.0,4.794363258990366e-06,K,other
sgcX,20,ss_preshift,0.0,1.6252078844035135e-06,E,metabolic
sgrR,125,ss_preshift,0.0,1.015754927752196e-05,K,other
sgrT,1315,ss_preshift,0.0,0.0001068574183995,S,other
shiA,1238,ss_preshift,0.0,0.0001006003680445,G,metabolic
shoB,111,ss_preshift,0.0,9.0199037584395e-06,S,other
sieB,9,ss_preshift,0.0,7.313435479815812e-07,S,other
sixA,3266,ss_preshift,0.0,0.000265396447523,T,other
skp,7340,ss_preshift,0.0,0.000596451293576,M,other
slmA,1382,ss_preshift,0.0,0.0001123018648122,K,other
slp,29,ss_preshift,0.0,2.356551432385095e-06,M,other
slt,1096,ss_preshift,0.0,8.906139206531255e-05,M,other
slyA,1927,ss_preshift,0.0,0.0001565887796622,K,other
slyB,5390,ss_preshift,0.0,0.0004379935248467,M,other
slyD,19193,ss_preshift,0.0,0.0015596307462678,O,other
slyX,249,ss_preshift,0.0,2.0233838160823747e-05,S,other
smf,529,ss_preshift,0.0,4.298674854247294e-05,L,other
smg,1196,ss_preshift,0.0,9.718743148733012e-05,S,other
smpB,1585,ss_preshift,0.0,0.0001287977248389,O,other
smrA,321,ss_preshift,0.0,2.6084586544676394e-05,L,other
smrB,431,ss_preshift,0.0,3.502322990889572e-05,L,other
sodA,34226,ss_preshift,0.0,0.0027812182525797,P,metabolic
sodB,9929,ss_preshift,0.0,0.0008068344542121,P,metabolic
sodC,167,ss_preshift,0.0,1.357048583476934e-05,P,metabolic
sohB,1517,ss_preshift,0.0,0.000123272018032,O,other
solA,2024,ss_preshift,0.0,0.0001644710379016,E,metabolic
soxR,94,ss_preshift,0.0,7.638477056696515e-06,K,other
soxS,120,ss_preshift,0.0,9.751247306421085e-06,K,other
speA,10133,ss_preshift,0.0,0.000823411574633,E,metabolic
speB,2151,ss_preshift,0.0,0.0001747911079675,E,metabolic
speC,991,ss_preshift,0.0,8.05290506721941e-05,E,metabolic
speD,6045,ss_preshift,0.0,0.0004912190830609,E,metabolic
speE,9709,ss_preshift,0.0,0.0007889571674836,E,metabolic
speF,19,ss_preshift,0.0,1.543947490183338e-06,E,metabolic
speG,505,ss_preshift,0.0,4.103649908118872e-05,J,ribosomal
spoT,6996,ss_preshift,0.0,0.0005684977179643,T,other
sppA,2037,ss_preshift,0.0,0.0001655274230264,O,other
spy,257,ss_preshift,0.0,2.0883921314585152e-05,O,other
sra,260,ss_preshift,0.0,2.112770249724568e-05,S,other
srlA,19,ss_preshift,0.0,1.543947490183338e-06,G,metabolic
srlB,16,ss_preshift,0.0,1.300166307522811e-06,G,metabolic
srlD,133,ss_preshift,0.0,1.0807632431283366e-05,I,other
srlE,30,ss_preshift,0.0,2.4378118266052708e-06,G,metabolic
srlR,362,ss_preshift,0.0,2.94162627077036e-05,K,other
srmB,2133,ss_preshift,0.0,0.0001733284208716,L,other
ssb,3228,ss_preshift,0.0,0.0002623085525427,L,other
sseA,673,ss_preshift,0.0,5.468824531017824e-05,P,metabolic
sseB,768,ss_preshift,0.0,6.240798276109493e-05,S,other
ssnA,12,ss_preshift,0.0,9.751247306421085e-07,F,metabolic
sspA,5756,ss_preshift,0.0,0.0004677348291313,O,other
sspB,3694,ss_preshift,0.0,0.0003001758962493,R,other
sstT,2140,ss_preshift,0.0,0.0001738972436311,E,metabolic
ssuA,13,ss_preshift,0.0,1.056385124862284e-06,P,metabolic
ssuB,83,ss_preshift,0.0,6.744612720274582e-06,P,metabolic
ssuC,20,ss_preshift,0.0,1.6252078844035135e-06,P,metabolic
ssuD,47,ss_preshift,0.0,3.819238528348257e-06,H,metabolic
ssuE,31,ss_preshift,0.0,2.5190722208254465e-06,C,metabolic
stfE,2,ss_preshift,0.0,1.625207884403514e-07,S,other
stfR,65,ss_preshift,0.0,5.28192562431142e-06,S,other
sthA,6216,ss_preshift,0.0,0.0005051146104726,C,metabolic
stpA,1506,ss_preshift,0.0,0.0001223781536955,K,other
sucA,28838,ss_preshift,0.0,0.0023433872485214,C,metabolic
sucB,26811,ss_preshift,0.0,0.0021786724294371,C,metabolic
sucC,36111,ss_preshift,0.0,0.0029343940956847,C,metabolic
sucD,26077,ss_preshift,0.0,0.0021190273000795,C,metabolic
sufA,366,ss_preshift,0.0,2.97413042845843e-05,O,other
sufB,1805,ss_preshift,0.0,0.0001466750115674,O,other
sufC,568,ss_preshift,0.0,4.615590391705979e-05,O,other
sufD,1855,ss_preshift,0.0,0.0001507380312784,O,other
sufE,227,ss_preshift,0.0,1.844610948797988e-05,O,other
sufS,1411,ss_preshift,0.0,0.0001146584162446,E,metabolic
sugE,179,ss_preshift,0.0,1.4545610565411447e-05,S,other
suhB,7818,ss_preshift,0.0,0.0006352937620133,G,metabolic
sulA,605,ss_preshift,0.0,4.916253850320629e-05,D,other
surA,7825,ss_preshift,0.0,0.0006358625847728,O,other
sutR,159,ss_preshift,0.0,1.2920402681007937e-05,K,other
sxy,152,ss_preshift,0.0,1.2351579921466704e-05,K,other
syd,568,ss_preshift,0.0,4.615590391705979e-05,S,other
symE,21,ss_preshift,0.0,1.7064682786236894e-06,S,other
tabA,450,ss_preshift,0.0,3.656717739907906e-05,G,metabolic
tadA,600,ss_preshift,0.0,4.875623653210541e-05,J,ribosomal
tag,261,ss_preshift,0.0,2.1208962891465852e-05,L,other
talA,278,ss_preshift,0.0,2.259038959320884e-05,G,metabolic
talB,10522,ss_preshift,0.0,0.0008550218679846,G,metabolic
tam,93,ss_preshift,0.0,7.557216662476339e-06,C,metabolic
tamA,1050,ss_preshift,0.0,8.532341393118448e-05,M,other
tamB,2984,ss_preshift,0.0,0.000242481016353,U,other
tap,17364,ss_preshift,0.0,0.0014110054852391,N,other
tar,19504,ss_preshift,0.0,0.0015849027288703,N,other
tas,2037,ss_preshift,0.0,0.0001655274230264,R,other
tatA,2293,ss_preshift,0.0,0.0001863300839468,U,other
tatB,2962,ss_preshift,0.0,0.0002406932876801,U,other
tatC,1432,ss_preshift,0.0,0.0001163648845232,U,other
tatD,393,ss_preshift,0.0,3.193533492852905e-05,N,other
tatE,1240,ss_preshift,0.0,0.000100762888833,U,other
tauA,23,ss_preshift,0.0,1.8689890670640408e-06,P,metabolic
tauB,14,ss_preshift,0.0,1.1376455190824597e-06,P,metabolic
tauC,17,ss_preshift,0.0,1.3814267017429866e-06,P,metabolic
tauD,45,ss_preshift,0.0,3.656717739907906e-06,Q,other
tbpA,637,ss_preshift,0.0,5.176287111825191e-05,H,metabolic
tcdA,662,ss_preshift,0.0,5.379438097375631e-05,J,ribosomal
tcyJ,9038,ss_preshift,0.0,0.0007344314429619,E,metabolic
tcyL,590,ss_preshift,0.0,4.7943632589903655e-05,E,metabolic
tcyN,953,ss_preshift,0.0,7.744115569182742e-05,E,metabolic
tcyP,14462,ss_preshift,0.0,0.0011751878212121,E,metabolic
tdcA,20,ss_preshift,0.0,1.6252078844035135e-06,K,other
tdcB,9,ss_preshift,0.0,7.313435479815812e-07,E,metabolic
tdcC,54,ss_preshift,0.0,4.388061287889487e-06,E,metabolic
tdcD,18,ss_preshift,0.0,1.4626870959631623e-06,C,metabolic
tdcE,95,ss_preshift,0.0,7.71973745091669e-06,C,metabolic
tdcF,27,ss_preshift,0.0,2.194030643944744e-06,V,other
tdcG,77,ss_preshift,0.0,6.257050354953528e-06,E,metabolic
tdcR,1,ss_preshift,0.0,8.12603942201757e-08,S,other
tdh,516,ss_preshift,0.0,4.1930363417610655e-05,E,metabolic
tdk,702,ss_preshift,0.0,5.704479674256333e-05,F,metabolic
tehA,164,ss_preshift,0.0,1.3326704652108813e-05,V,other
tehB,507,ss_preshift,0.0,4.119901986962907e-05,Q,other
tesA,231,ss_preshift,0.0,1.8771151064860582e-05,E,metabolic
tesB,254,ss_preshift,0.0,2.0640140131924625e-05,I,other
tfaD,7,ss_preshift,0.0,5.688227595412298e-07,S,other
tfaE,7,ss_preshift,0.0,5.688227595412298e-07,S,other
tfaQ,4,ss_preshift,0.0,3.250415768807028e-07,S,other
tfaR,4,ss_preshift,0.0,3.250415768807028e-07,S,other
tfaX,16,ss_preshift,0.0,1.300166307522811e-06,S,other
tgt,7136,ss_preshift,0.0,0.0005798741731551,J,ribosomal
thiC,10075,ss_preshift,0.0,0.0008186984717682,H,metabolic
thiD,1831,ss_preshift,0.0,0.0001487877818171,H,metabolic
thiE,2715,ss_preshift,0.0,0.0002206219703077,H,metabolic
thiF,2373,ss_preshift,0.0,0.0001928309154844,H,metabolic
thiG,2160,ss_preshift,0.0,0.0001755224515155,H,metabolic
thiH,5576,ss_preshift,0.0,0.0004531079581716,H,metabolic
thiI,2564,ss_preshift,0.0,0.0002083516507805,H,metabolic
thiK,441,ss_preshift,0.0,3.583583385109748e-05,H,metabolic
thiL,1251,ss_preshift,0.0,0.0001016567531694,H,metabolic
thiM,3598,ss_preshift,0.0,0.0002923748984041,H,metabolic
thiP,717,ss_preshift,0.0,5.826370265586597e-05,P,metabolic
thiQ,543,ss_preshift,0.0,4.41243940615554e-05,H,metabolic
thiS,507,ss_preshift,0.0,4.119901986962907e-05,H,metabolic
thpR,191,ss_preshift,0.0,1.5520735296053558e-05,J,ribosomal
thrA,19358,ss_preshift,0.0,0.0015730387113141,E,metabolic
thrB,8621,ss_preshift,0.0,0.0007005458585721,E,metabolic
thrC,12445,ss_preshift,0.0,0.00101128560607,E,metabolic
thrL,2914,ss_preshift,0.0,0.0002367927887575,S,other
thrS,27976,ss_preshift,0.0,0.0022733407887036,J,ribosomal
thyA,2822,ss_preshift,0.0,0.0002293168324893,F,metabolic
tig,40262,ss_preshift,0.0,0.0032717059920927,O,other
tilS,1187,ss_preshift,0.0,9.645608793934854e-05,J,ribosomal
tisB,563,ss_preshift,0.0,4.574960194595891e-05,S,other
tktA,10155,ss_preshift,0.0,0.0008251993033058,G,metabolic
tktB,554,ss_preshift,0.0,4.501825839797733e-05,G,metabolic
tldD,2945,ss_preshift,0.0,0.0002393118609784,R,other
tmcA,1348,ss_preshift,0.0,0.0001095390114087,J,ribosomal
tmk,304,ss_preshift,0.0,2.4703159842933408e-05,F,metabolic
tnaA,24,ss_preshift,0.0,1.9502494612842165e-06,E,metabolic
tnaB,5,ss_preshift,0.0,4.0630197110087843e-07,E,metabolic
tnaC,15,ss_preshift,0.0,1.2189059133026354e-06,S,other
tolA,1969,ss_preshift,0.0,0.0001600017162195,M,other
tolB,11602,ss_preshift,0.0,0.0009427830937424,U,other
tolC,7733,ss_preshift,0.0,0.0006283866285046,M,other
tolQ,1828,ss_preshift,0.0,0.0001485440006344,U,other
tolR,1139,ss_preshift,0.0,9.25555890167801e-05,U,other
tomB,367,ss_preshift,0.0,2.982256467880448e-05,S,other
tonB,4352,ss_preshift,0.0,0.0003536452356462,M,other
topA,13021,ss_preshift,0.0,0.0010580915931409,L,other
topAI,75,ss_preshift,0.0,6.094529566513176e-06,S,other
topB,1560,ss_preshift,0.0,0.0001267662149834,L,other
torA,75,ss_preshift,0.0,6.094529566513176e-06,C,metabolic
torC,6,ss_preshift,0.0,4.875623653210541e-07,C,metabolic
torD,27,ss_preshift,0.0,2.194030643944744e-06,O,other
torI,56,ss_preshift,0.0,4.550582076329839e-06,K,other
torR,186,ss_preshift,0.0,1.5114433324952678e-05,T,other
torS,132,ss_preshift,0.0,1.0726372037063192e-05,T,other
torT,43,ss_preshift,0.0,3.4941969514675546e-06,G,metabolic
torY,17,ss_preshift,0.0,1.3814267017429866e-06,C,metabolic
torZ,123,ss_preshift,0.0,9.99502848908161e-06,C,metabolic
tpiA,12057,ss_preshift,0.0,0.0009797565731126,G,metabolic
tpr,74,ss_preshift,0.0,6.013269172293001e-06,S,other
tpx,24374,ss_preshift,0.0,0.0019806408487225,O,other
tqsA,61,ss_preshift,0.0,4.956884047430717e-06,R,other
treA,138,ss_preshift,0.0,1.1213934402384244e-05,G,metabolic
treB,205,ss_preshift,0.0,1.6658380815136016e-05,G,metabolic
treC,142,ss_preshift,0.0,1.1538975979264949e-05,G,metabolic
treF,140,ss_preshift,0.0,1.1376455190824596e-05,G,metabolic
treR,299,ss_preshift,0.0,2.429685787183253e-05,K,other
trg,3896,ss_preshift,0.0,0.0003165904958818,N,other
trkA,2016,ss_preshift,0.0,0.0001638209547478,P,metabolic
trkG,144,ss_preshift,0.0,1.1701496767705298e-05,P,metabolic
trkH,795,ss_preshift,0.0,6.460201340503967e-05,P,metabolic
trmA,1191,ss_preshift,0.0,9.678112951622924e-05,J,ribosomal
trmD,61020,ss_preshift,0.0,0.0049585092553151,J,ribosomal
trmH,1291,ss_preshift,0.0,0.0001049071689382,J,ribosomal
trmI,1852,ss_preshift,0.0,0.0001504942500957,J,ribosomal
trmJ,2194,ss_preshift,0.0,0.000178285304919,J,ribosomal
trmL,283,ss_preshift,0.0,2.299669156430972e-05,J,ribosomal
trmO,418,ss_preshift,0.0,3.396684478403344e-05,J,ribosomal
trpA,2715,ss_preshift,0.0,0.0002206219703077,E,metabolic
trpB,3602,ss_preshift,0.0,0.000292699939981,E,metabolic
trpC,1904,ss_preshift,0.0,0.0001547197905952,E,metabolic
trpD,1271,ss_preshift,0.0,0.0001032819610538,E,metabolic
trpE,1033,ss_preshift,0.0,8.394198722944148e-05,E,metabolic
trpL,62,ss_preshift,0.0,5.038144441650893e-06,S,other
trpR,673,ss_preshift,0.0,5.468824531017824e-05,K,other
trpS,4965,ss_preshift,0.0,0.0004034578573031,J,ribosomal
truA,1212,ss_preshift,0.0,9.848759779485292e-05,J,ribosomal
truB,4522,ss_preshift,0.0,0.0003674595026636,J,ribosomal
truC,398,ss_preshift,0.0,3.2341636899629926e-05,J,ribosomal
truD,2098,ss_preshift,0.0,0.0001704843070739,J,ribosomal
trxA,9880,ss_preshift,0.0,0.0008028526948953,O,other
trxB,11751,ss_preshift,0.0,0.0009548908924812,O,other
trxC,629,ss_preshift,0.0,5.1112787964490505e-05,O,other
tsaB,3199,ss_preshift,0.0,0.0002599520011103,J,ribosomal
tsaC,1648,ss_preshift,0.0,0.0001339171296748,J,ribosomal
tsaD,1044,ss_preshift,0.0,8.483585156586342e-05,J,ribosomal
tsaE,175,ss_preshift,0.0,1.4220568988530746e-05,J,ribosomal
tsf,28609,ss_preshift,0.0,0.002324778618245,J,ribosomal
tsgA,550,ss_preshift,0.0,4.469321682109663e-05,G,metabolic
tsr,42569,ss_preshift,0.0,0.0034591737215586,N,other
tsx,9967,ss_preshift,0.0,0.0008099223491924,M,other
ttcA,2619,ss_preshift,0.0,0.0002128209724626,J,ribosomal
ttdA,11,ss_preshift,0.0,8.938643364219326e-07,C,metabolic
ttdB,11,ss_preshift,0.0,8.938643364219326e-07,C,metabolic
ttdR,82,ss_preshift,0.0,6.663352326054406e-06,K,other
ttdT,17,ss_preshift,0.0,1.3814267017429866e-06,G,metabolic
tufA,81787,ss_preshift,0.0,0.0066460438620855,J,ribosomal
tufB,40914,ss_preshift,0.0,0.0033246877691242,J,ribosomal
tus,202,ss_preshift,0.0,1.6414599632475488e-05,S,other
tusA,428,ss_preshift,0.0,3.477944872623519e-05,O,other
tusB,277,ss_preshift,0.0,2.2509129198988667e-05,O,other
tusC,232,ss_preshift,0.0,1.885241145908076e-05,P,metabolic
tusD,637,ss_preshift,0.0,5.176287111825191e-05,P,metabolic
tusE,481,ss_preshift,0.0,3.90862496199045e-05,P,metabolic
tynA,56,ss_preshift,0.0,4.550582076329839e-06,Q,other
tyrA,5746,ss_preshift,0.0,0.0004669222251891,E,metabolic
tyrB,2815,ss_preshift,0.0,0.0002287480097297,E,metabolic
tyrP,711,ss_preshift,0.0,5.777614029054491e-05,E,metabolic
tyrR,1768,ss_preshift,0.0,0.0001436683769812,K,other
tyrS,9304,ss_preshift,0.0,0.0007560467078245,J,ribosomal
uacT,7,ss_preshift,0.0,5.688227595412298e-07,F,metabolic
ubiA,787,ss_preshift,0.0,6.395193025127827e-05,H,metabolic
ubiB,1861,ss_preshift,0.0,0.0001512255936437,H,metabolic
ubiC,642,ss_preshift,0.0,5.216917308935279e-05,H,metabolic
ubiD,2787,ss_preshift,0.0,0.0002264727186916,H,metabolic
ubiE,2428,ss_preshift,0.0,0.0001973002371665,H,metabolic
ubiF,469,ss_preshift,0.0,3.81111248892624e-05,H,metabolic
ubiG,1135,ss_preshift,0.0,9.22305474398994e-05,H,metabolic
ubiH,1891,ss_preshift,0.0,0.0001536634054703,H,metabolic
ubiI,1094,ss_preshift,0.0,8.88988712768722e-05,H,metabolic
ubiJ,1318,ss_preshift,0.0,0.0001071011995821,H,metabolic
ubiX,918,ss_preshift,0.0,7.459704189412129e-05,H,metabolic
ucpA,2204,ss_preshift,0.0,0.0001790979088612,I,other
udk,1288,ss_preshift,0.0,0.0001046633877555,F,metabolic
udp,1270,ss_preshift,0.0,0.0001032007006596,F,metabolic
ugd,197,ss_preshift,0.0,1.600829766137461e-05,M,other
ugpA,47,ss_preshift,0.0,3.819238528348257e-06,G,metabolic
ugpB,466,ss_preshift,0.0,3.786734370660187e-05,G,metabolic
ugpC,253,ss_preshift,0.0,2.055887973770445e-05,E,metabolic
ugpE,62,ss_preshift,0.0,5.038144441650893e-06,G,metabolic
ugpQ,177,ss_preshift,0.0,1.4383089776971098e-05,I,other
uhpA,1113,ss_preshift,0.0,9.044281876705554e-05,T,other
uhpB,1419,ss_preshift,0.0,0.0001153084993984,T,other
uhpC,660,ss_preshift,0.0,5.363186018531596e-05,G,metabolic
uhpT,2186,ss_preshift,0.0,0.0001776352217653,G,metabolic
uidA,43,ss_preshift,0.0,3.4941969514675546e-06,G,metabolic
uidB,17,ss_preshift,0.0,1.3814267017429866e-06,G,metabolic
uidC,5,ss_preshift,0.0,4.0630197110087843e-07,S,other
uidR,453,ss_preshift,0.0,3.681095858173959e-05,K,other
ulaA,28,ss_preshift,0.0,2.27529103816492e-06,G,metabolic
ulaB,5,ss_preshift,0.0,4.0630197110087843e-07,G,metabolic
ulaC,11,ss_preshift,0.0,8.938643364219326e-07,G,metabolic
ulaD,70,ss_preshift,0.0,5.688227595412298e-06,G,metabolic
ulaE,49,ss_preshift,0.0,3.981759316788609e-06,G,metabolic
ulaF,55,ss_preshift,0.0,4.469321682109663e-06,G,metabolic
ulaG,42,ss_preshift,0.0,3.412936557247379e-06,G,metabolic
ulaR,297,ss_preshift,0.0,2.413433708339218e-05,K,other
umpG,1006,ss_preshift,0.0,8.174795658549674e-05,L,other
umpH,1158,ss_preshift,0.0,9.409953650696344e-05,F,metabolic
umuC,100,ss_preshift,0.0,8.126039422017569e-06,L,other
umuD,29,ss_preshift,0.0,2.356551432385095e-06,K,other
ung,939,ss_preshift,0.0,7.630351017274497e-05,L,other
uof,332,ss_preshift,0.0,2.6978450881098328e-05,S,other
upp,2634,ss_preshift,0.0,0.0002140398783759,F,metabolic
uraA,905,ss_preshift,0.0,7.3540656769259e-05,F,metabolic
usg,1423,ss_preshift,0.0,0.0001156335409753,E,metabolic
ushA,927,ss_preshift,0.0,7.532838544210286e-05,F,metabolic
uspA,2170,ss_preshift,0.0,0.0001763350554577,T,other
uspB,138,ss_preshift,0.0,1.1213934402384244e-05,S,other
uspC,26,ss_preshift,0.0,2.112770249724568e-06,T,other
uspD,133,ss_preshift,0.0,1.0807632431283366e-05,T,other
uspE,1593,ss_preshift,0.0,0.0001294478079927,T,other
uspF,370,ss_preshift,0.0,3.0066345861465003e-05,T,other
uspG,388,ss_preshift,0.0,3.1529032957428164e-05,T,other
uup,3437,ss_preshift,0.0,0.0002792919749347,R,other
uvrA,2080,ss_preshift,0.0,0.0001690216199779,L,other
uvrB,1371,ss_preshift,0.0,0.0001114080004758,L,other
uvrC,1608,ss_preshift,0.0,0.000130666713906,L,other
uvrD,1896,ss_preshift,0.0,0.0001540697074414,L,other
uvrY,2523,ss_preshift,0.0,0.0002050199746175,T,other
uxaA,327,ss_preshift,0.0,2.657214890999745e-05,G,metabolic
uxaB,169,ss_preshift,0.0,1.3733006623209692e-05,G,metabolic
uxaC,370,ss_preshift,0.0,3.0066345861465003e-05,G,metabolic
uxuA,406,ss_preshift,0.0,3.299172005339133e-05,G,metabolic
uxuB,305,ss_preshift,0.0,2.4784420237153583e-05,G,metabolic
uxuR,427,ss_preshift,0.0,3.469818833201502e-05,K,other
valS,18234,ss_preshift,0.0,0.0014817020282106,J,ribosomal
