,,,downshift,downshift,downshift,downshift,downshift,downshift,downshift,downshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
gmhA,,C flat,"0,067510334","0,083700782","0,078289455","0,078090871","0,09210683","0,113134648","0,072029932","0,109246526","0,115237381","0,117348317","0,117853381","0,11773643","0,122485737","0,089878483","0,10476521","0,078949304"
gmhB,,C flat,0,0,0,0,0,0,0,0,"0,0213858",0,0,0,"0,010500893",0,"0,009934433","0,01068346"
NA,,C flat,0,0,0,0,"0,009663703","0,01155972","0,010147133","0,011045857",0,0,"0,011899096","0,012211503","0,010500893","0,011139103","0,012242899","0,01068346"
gntK,Catabolic,C flat,0,0,0,0,0,0,0,0,0,0,"0,011899096","0,033715442","0,04629266","0,111391029","0,097489527","0,070619134"
gntR,,C flat,0,0,0,0,0,0,0,"0,009833809","0,0106929","0,011712345","0,023798191","0,012211503","0,010500893",0,0,"0,01068346"
gph,,C flat,0,0,"0,011830119","0,010084712","0,011087325","0,010328445","0,010147133","0,012257906","0,01049419","0,010668029","0,011899096","0,011238481","0,01018044","0,011904762","0,016055882","0,02058249"
gpmI,Glycolysis,C flat,"0,054823199","0,074931929","0,045790661","0,051379514","0,039517449","0,029514937","0,028404616","0,028220668","0,01049419","0,009623713","0,011736585","0,024423006","0,015430887","0,022278206","0,032111765","0,026316435"
gsiA,Catabolic,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,01018044","0,010373444","0,009934433",0
gss,,C flat,"0,012687135","0,013285506","0,014753615","0,010084712",0,0,0,0,0,0,0,0,"0,010500893",0,0,0
gstA,,C flat,"0,012687135",0,0,"0,023168579","0,031838353","0,039843382","0,023331049","0,020879666","0,02613612","0,010668029","0,029422718","0,029555735","0,015110434","0,016325825","0,024485798","0,015632975"
gyrA,,C flat,"0,096959262","0,107881241","0,113711744","0,152095343","0,06993218","0,101574928","0,066956365","0,089647618","0,110089641","0,094967943","0,105304242","0,093313424","0,111664392","0,114280775","0,10130251","0,101885084"
hchA,,C flat,0,0,"0,011830119","0,064463382","0,072779424","0,066895768","0,053254056","0,076108954",0,"0,009623713","0,011736585",0,"0,009859988","0,010373444",0,0
hdhA,,C flat,"0,015403574",0,"0,013291867","0,034752869","0,02217465","0,029514937","0,023331049","0,027008619","0,01049419","0,010668029",0,0,"0,01018044","0,011904762","0,012242899","0,01146789"
hemF,,C flat,"0,012687135",0,0,"0,010084712","0,012510947",0,0,0,0,0,0,0,0,0,0,0
hemH,,C flat,0,0,0,0,"0,009663703",0,0,0,0,0,0,0,0,0,0,0
hemX,,C flat,"0,020388922","0,015411606","0,013291867","0,010084712","0,02558288","0,024350715","0,016739091","0,022091715","0,02613612","0,026147914","0,017523622","0,017344232","0,030541321","0,021512547","0,032111765","0,01068346"
hfq,,C flat,"0,012687135","0,026571011",0,"0,01158429","0,020751028","0,028283662","0,013183916","0,020879666","0,025937411","0,015479885","0,023148148","0,023449984","0,015110434","0,016325825","0,011088666","0,015632975"
higA,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
hinT,,C flat,"0,040777844","0,039592065","0,039875601","0,052879092","0,039517449","0,046238879","0,051735665","0,028220668","0,04217547","0,042672115","0,041159302","0,035661487","0,030541321","0,033417309","0,060410546","0,03205038"
hns,,C flat,"0,387837047","0,385554597","0,407730706","0,448919425","0,491509869","0,509345036","0,428106021","0,50838428","0,597373996","0,548061879","0,598403318","0,541076777","0,517600198","0,495134361","0,427387373","0,485163715"
mhpE,,C flat,"0,015403574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hpf,,C flat,0,"0,013285506","0,011830119","0,010084712","0,011087325","0,016723942","0,011665525","0,029501426","0,02078967","0,015479885","0,017523622","0,022963472","0,015110434","0,011139103","0,011088666","0,01068346"
hpt,,C flat,"0,02537427","0,015411606","0,013291867","0,021669001","0,015919177","0,01155972","0,011665525","0,015962762","0,01049419","0,010668029","0,023148148","0,011724992","0,015110434","0,010373444","0,021023099","0,02058249"
hslV,,C flat,"0,012687135",0,0,"0,013083868","0,011087325","0,01155972","0,011665525","0,012257906","0,01049419","0,009623713",0,"0,011238481","0,010500893",0,"0,009934433",0
iaaA,,C flat,0,0,0,0,0,0,"0,010147133",0,0,0,0,0,0,"0,010373444",0,0
iadA,,C flat,"0,020388922","0,022054359","0,013291867","0,01158429","0,011087325","0,01155972","0,016739091","0,017174811","0,01584064","0,009623713","0,011736585","0,011238481","0,01018044","0,017091484","0,017210115","0,01068346"
idnO,,C flat,0,0,0,0,0,"0,010328445",0,0,0,0,0,0,0,"0,010373444",0,0
idnR,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01146789"
idnT,Catabolic,C flat,0,0,0,0,0,0,0,0,0,0,"0,011574074",0,0,0,0,0
infC,affiliated translational apparatus,C flat,"0,096959262","0,083700782","0,109326501","0,092674317","0,077611276","0,080918039","0,081658672","0,076108954","0,094646421","0,075720518","0,076531568","0,082074943","0,091623963","0,095065205","0,109732426","0,090417194"
yrfF,,C flat,0,0,0,0,0,0,0,"0,012257906","0,0106929",0,0,0,0,0,"0,009934433",0
ihfA,,C flat,"0,056181418","0,028697111","0,047252408","0,068006159","0,066523951","0,068127044","0,046662098","0,077389711","0,047124501","0,066731397","0,081831073","0,053005719","0,055511744","0,054929856","0,04932188","0,048467785"
ilvD,amino acid synthesis,C flat,"0,389642795","0,389806797","0,385464145","0,344529532","0,256432099","0,247918339","0,266788673","0,257759578","0,241167662","0,221939973","0,246305772","0,251357559","0,280122336","0,273290852","0,30205273","0,304086392"
gsk,,C flat,"0,014045354","0,026571011","0,013291867","0,010084712","0,012510947","0,012790995",0,0,"0,0106929",0,"0,011899096","0,012211503","0,010500893","0,011139103","0,011088666","0,01068346"
NA,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,012242899",0
insJ,,C flat,0,0,0,0,0,0,0,0,0,"0,009623713",0,0,0,0,0,0
NA,,C flat,0,0,0,0,"0,009663703",0,0,0,0,0,0,0,0,0,0,0
intB,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
rsfS,,C flat,0,"0,017537706",0,0,0,0,0,"0,009833809","0,020590961","0,009623713","0,011574074","0,011238481","0,009859988","0,010373444","0,009934433",0
iscR,,C flat,"0,062524985","0,05075147","0,078289455","0,065007003","0,09210683","0,072059991","0,072029932","0,07860176","0,068311591","0,07258757","0,088268153","0,075969192","0,066012636","0,088347165","0,080279412","0,068265844"
ispA,,C flat,0,0,0,0,"0,012510947",0,"0,010147133","0,012257906",0,"0,009623713","0,011574074",0,"0,009859988","0,011904762",0,"0,00989903"
ispD,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,"0,011574074",0,0,0,0,0
ispG,,C flat,"0,012687135",0,"0,011830119","0,010084712","0,012510947","0,01155972","0,020294267","0,019667617","0,020590961","0,009623713","0,011736585","0,017344232","0,020681333","0,017091484","0,009934433","0,00989903"
fruK,Catabolic,C flat,"0,012687135",0,"0,011830119","0,010084712",0,0,0,0,0,0,0,0,0,0,0,0
pfkA,Glycolysis,C flat,"0,028090709","0,046234817","0,045790661","0,052879092","0,0443493","0,045007604","0,029923007","0,056441336","0,02633483","0,010668029","0,02347317","0,053492231","0,045972208","0,016325825","0,022177332","0,04273384"
kdgK,Catabolic,C flat,0,"0,017537706","0,014753615",0,0,"0,01155972","0,011665525","0,009833809","0,01049419",0,0,0,"0,01018044",0,"0,012242899",0
kdsC,,C flat,"0,014045354","0,015411606","0,013291867","0,010084712",0,"0,01155972","0,010147133","0,012257906","0,01029548","0,010668029","0,017686133","0,012211503","0,020681333","0,023809524","0,028298781","0,016417405"
waaA,,C flat,0,0,0,0,0,"0,010328445",0,0,0,"0,009623713",0,"0,011238481",0,"0,010373444",0,0
prkB,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,0,0,0,0
ldcA,,C flat,0,0,0,"0,010084712",0,0,0,"0,009833809","0,01029548",0,0,0,"0,010500893",0,"0,009934433","0,00989903"
lepB,,C flat,0,"0,017537706","0,019206927",0,"0,009663703",0,"0,011665525","0,009833809",0,"0,019247426","0,023798191","0,011724992",0,"0,011904762","0,012242899",0
leuB,amino acid synthesis,C flat,"0,210680317","0,246585693","0,217123185","0,196932923","0,183652675","0,173395798","0,150133428","0,160770958","0,131078021","0,121115857","0,141001529","0,116763408","0,122485737","0,139621616","0,110886659","0,143834494"
lexA,,C flat,0,0,0,"0,013083868",0,"0,010328445",0,"0,009833809",0,0,0,0,0,0,0,0
aat,,C flat,"0,015403574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gloA,,C flat,0,0,"0,011830119",0,"0,009663703","0,010328445",0,0,"0,01049419","0,009623713",0,"0,011238481","0,01018044","0,011904762","0,012242899","0,01146789"
ligT,,C flat,0,0,0,0,0,0,0,0,"0,01029548",0,0,0,0,0,0,0
NA,,C flat,0,0,0,"0,010084712",0,"0,010328445",0,"0,029501426","0,01564193","0,015479885","0,023148148","0,017344232","0,009859988","0,020746888",0,"0,00989903"
lnt,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,"0,010500893",0,"0,012242899",0
loiP,,C flat,0,0,0,0,0,"0,012790995","0,010147133",0,0,0,"0,011574074",0,"0,009859988",0,"0,009934433","0,00989903"
lolB,,C flat,0,0,0,"0,010084712","0,019327406",0,"0,010147133","0,011045857","0,0106929",0,"0,011574074",0,"0,01018044","0,010373444","0,011088666","0,00989903"
lon,,C flat,"0,106019268","0,05075147","0,116703308","0,122928451","0,115705103","0,100343653","0,096879372","0,094564522","0,089498681","0,110447829","0,093892679","0,105038416","0,106413946","0,120233156","0,071499212","0,103696879"
ycbZ,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988","0,010373444",0,0
lpoA,,C flat,"0,014045354","0,026571011","0,026583734","0,033253291","0,011087325","0,016723942","0,028404616","0,015962762","0,03663031","0,026147914","0,029260207","0,029069224","0,035150863","0,022278206","0,032111765","0,027100865"
rhoL,,C flat,0,0,0,0,"0,012510947",0,0,0,0,0,0,0,0,0,0,0
lptE,,C flat,0,0,"0,014753615",0,"0,009663703",0,"0,026367831","0,024515813",0,0,0,0,"0,009859988",0,"0,011088666","0,01068346"
lpxB,,C flat,0,0,0,0,0,0,"0,013183916",0,0,"0,011712345",0,"0,012211503","0,010500893","0,011904762",0,0
lrhA,,C flat,0,0,0,0,0,"0,012790995","0,013183916","0,012257906",0,0,"0,011899096",0,0,0,0,0
lsrB,,C flat,0,0,0,"0,05642187","0,142711604","0,083380589","0,086732238","0,068699243",0,0,0,0,0,0,0,0
lsrF,,C flat,0,0,0,"0,034752869","0,087274979","0,046238879","0,034996574","0,041759332",0,0,0,0,0,0,0,0
lsrG,,C flat,0,0,0,"0,01158429","0,028991109","0,020656889","0,013183916","0,009833809",0,0,0,0,0,0,0,0
ltaE,,C flat,"0,012687135","0,013285506",0,"0,010084712","0,011087325","0,01155972","0,011665525","0,017174811","0,01584064","0,010668029","0,011736585","0,011238481","0,01018044","0,011139103","0,009934433","0,01146789"
macA,,C flat,0,0,0,0,0,"0,010328445","0,013183916","0,009833809",0,"0,009623713",0,0,0,"0,011904762",0,0
map,,C flat,"0,014045354","0,015411606","0,019206927","0,021669001","0,011087325","0,021888164","0,016739091","0,02579657","0,01584064","0,025103598","0,023310659","0,022963472","0,035150863","0,026699269","0,016055882","0,015632975"
matP,,C flat,0,0,0,0,0,"0,010328445",0,0,"0,01049419",0,0,0,0,0,0,0
mdaB,,C flat,0,"0,013285506","0,013291867",0,0,0,0,0,0,"0,009623713",0,0,0,0,"0,009934433",0
mdlB,,C flat,0,0,0,0,"0,009663703",0,0,0,0,0,0,0,0,0,0,0
mdtB,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
menB,,C flat,"0,012687135",0,0,"0,020169423","0,017342799","0,01155972","0,016739091","0,017174811","0,0106929","0,010668029","0,011736585","0,024423006","0,021001785","0,011904762","0,009934433","0,01068346"
menE,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01146789"
menF,,C flat,0,0,0,0,0,0,"0,010147133",0,0,0,0,0,0,0,0,0
metC,amino acid synthesis,C flat,"0,021747141","0,030823212","0,026583734","0,016626645","0,028430124","0,03467916","0,028404616","0,028220668","0,03682902","0,03095977","0,029260207","0,029069224","0,030541321","0,03936969","0,038233214","0,02058249"
metI,Catabolic,C flat,"0,020388922","0,022054359","0,019206927","0,016626645","0,011087325","0,012790995","0,011665525",0,"0,01584064","0,016524201","0,023798191","0,024423006","0,01018044","0,022278206","0,011088666","0,01068346"
metN,Catabolic,C flat,"0,04983785","0,063772523","0,066459335","0,046337158","0,04775753","0,056567324","0,045143707","0,028220668","0,03663031","0,041627799","0,041159302","0,035661487","0,061403094","0,033417309","0,039387447","0,058366814"
metR,,C flat,0,0,0,0,0,0,0,"0,012257906",0,0,0,0,0,"0,010373444",0,0
mioC,,C flat,"0,014045354","0,026571011","0,023660239","0,016626645","0,015919177","0,012790995","0,010147133","0,011045857","0,0106929","0,021336058","0,011574074","0,017830744","0,01018044","0,011139103","0,011088666","0,015632975"
mipA,,C flat,"0,121422842","0,132061699","0,119626804","0,087631961","0,085851357","0,082149314","0,068474756","0,056441336","0,073459331","0,049572604","0,064307451","0,053492231","0,081763975","0,066834618","0,073807678","0,074784219"
mlaA,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,"0,010500893",0,0,0
mlaB,,C flat,0,0,0,"0,01158429","0,012510947","0,012790995","0,013183916","0,009833809",0,0,"0,011899096","0,012211503",0,"0,011139103","0,011088666","0,01146789"
mlaD,,C flat,"0,014045354","0,015411606","0,025121987","0,01158429","0,011087325","0,030985334","0,016739091","0,015962762","0,02633483","0,016524201","0,011736585","0,022963472","0,025290875","0,027464928","0,019868865","0,015632975"
mlaF,,C flat,0,0,0,"0,010084712","0,009663703","0,016723942",0,"0,009833809","0,020590961","0,009623713","0,011574074","0,011238481","0,009859988","0,010373444","0,009934433","0,01979806"
mltA,,C flat,"0,030807147","0,015411606","0,019206927","0,020169423","0,012510947","0,017955217",0,0,0,0,"0,011574074","0,012211503","0,010500893","0,010373444",0,"0,00989903"
mltB,,C flat,0,0,"0,011830119",0,0,0,0,0,0,0,0,0,0,0,0,0
mltF,,C flat,0,0,0,0,0,0,0,0,0,0,"0,011899096",0,0,0,0,0
mmuM,amino acid synthesis,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
mngB,Catabolic,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,012242899",0
moaB,,C flat,"0,030807147","0,017537706","0,026583734","0,028210935","0,055436626","0,029514937","0,036514965","0,039266526","0,02633483","0,026147914","0,035209755","0,023449984","0,035471315","0,022278206","0,016055882","0,02136692"
moaD,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,0,0,0,0
moaE,,C flat,0,"0,013285506","0,011830119","0,020169423","0,011087325",0,"0,020294267","0,036773719","0,01049419","0,009623713","0,011736585",0,"0,009859988",0,"0,016055882",0
mocA,,C flat,0,0,0,0,0,0,0,0,0,"0,009623713",0,0,0,"0,011904762",0,0
moeA,,C flat,"0,040777844","0,039856517","0,013291867","0,016626645","0,038093827","0,042305932","0,023331049","0,038054477","0,04732321","0,015479885","0,041159302","0,023449984","0,041042214","0,028230587","0,038233214","0,027100865"
mog,,C flat,"0,015403574",0,0,"0,01158429",0,"0,016723942","0,010147133","0,019667617","0,02098838","0,015479885","0,011736585","0,017344232","0,01018044","0,016325825","0,016055882","0,015632975"
mpaA,,C flat,0,0,0,0,"0,012510947","0,012790995",0,"0,012257906",0,0,0,"0,012211503","0,010500893",0,"0,009934433",0
mpl,,C flat,"0,02537427",0,"0,013291867","0,010084712","0,019327406","0,016723942","0,010147133",0,"0,020590961","0,011712345","0,011736585","0,012211503","0,01018044","0,011904762","0,009934433","0,00989903"
mppA,Catabolic,C flat,0,0,0,"0,010084712","0,012510947","0,020656889",0,"0,011045857",0,"0,009623713","0,011574074",0,"0,009859988",0,0,0
mqsA,,C flat,0,0,"0,011830119",0,0,0,0,0,0,0,0,0,0,0,0,0
mrr,,C flat,0,0,0,0,0,0,0,0,0,0,"0,011899096",0,0,0,0,0
msbA,,C flat,0,"0,013285506","0,011830119","0,01158429","0,015919177",0,"0,013183916",0,"0,0106929","0,009623713","0,011899096",0,"0,01018044","0,011904762","0,011088666","0,01068346"
msbB,,C flat,0,0,0,"0,010084712",0,0,0,"0,009833809",0,0,0,0,"0,010500893",0,0,0
mscK,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,011238481",0,0,0,0
mscL,,C flat,"0,015403574","0,015411606","0,014753615","0,018126223","0,015919177","0,010328445","0,011665525","0,012257906","0,01029548","0,011712345","0,011574074","0,011724992",0,"0,010373444",0,"0,01146789"
mscS,,C flat,"0,012687135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msrA,,C flat,0,0,"0,014753615","0,018126223","0,012510947","0,01155972","0,011665525","0,012257906",0,0,0,0,0,0,0,0
mtnN,,C flat,"0,048479631","0,05075147","0,033960541","0,049879936","0,06993218","0,045007604","0,045143707","0,049100334","0,062965141","0,053340144","0,046946339","0,053005719","0,061723547","0,03265165","0,048167647","0,068265844"
mukE,,C flat,"0,02537427",0,"0,013291867","0,016626645","0,019327406","0,012790995","0,010147133","0,011045857","0,0106929","0,010668029","0,011899096","0,017830744","0,010500893","0,017091484","0,017210115","0,016417405"
murA,,C flat,"0,077928559","0,079184129","0,084204515","0,074548093","0,072779424","0,051403102","0,046662098","0,042971381","0,057419981","0,053340144","0,052895887","0,058138448","0,066333089","0,066068959","0,073807678","0,069834704"
murC,,C flat,0,0,"0,014753615","0,01158429","0,012510947","0,012790995",0,"0,011045857","0,0106929",0,"0,011736585","0,012211503","0,010500893","0,017091484","0,022177332","0,00989903"
murE,,C flat,"0,033076057","0,022054359","0,035490358","0,026711357","0,048318516","0,051642223","0,021812658","0,020879666","0,02613612","0,032004086","0,029260207","0,023449984","0,030541321","0,041493776","0,032111765","0,03048152"
murF,,C flat,"0,015403574","0,017537706","0,023660239","0,020169423","0,017342799","0,01155972","0,011665525","0,015962762","0,01049419","0,010668029",0,"0,012211503","0,010500893","0,011139103","0,011088666","0,01068346"
mutL,,C flat,0,0,0,0,0,"0,012790995",0,0,0,"0,009623713",0,0,0,0,0,0
nac,,C flat,0,0,0,0,0,0,"0,010147133",0,0,0,0,0,0,0,0,0
nadC,,C flat,0,0,0,"0,010084712",0,"0,020656889","0,010147133","0,019667617","0,01029548","0,019247426","0,011574074","0,017344232","0,015110434","0,010373444","0,012242899",0
nagB,Catabolic,C flat,0,0,0,0,"0,009663703","0,012790995","0,013183916","0,012257906",0,0,0,0,0,0,0,0
nagZ,Catabolic,C flat,0,0,0,0,"0,011087325","0,020656889",0,"0,019667617","0,030886441","0,019247426","0,023148148","0,022476961","0,009859988","0,020746888","0,009934433","0,00989903"
nanE,,C flat,0,0,0,"0,010084712",0,"0,010328445",0,0,"0,01029548",0,0,"0,011238481",0,0,0,0
nanR,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,011238481",0,0,0,0
narY,,C flat,0,0,0,"0,013083868",0,0,0,0,0,0,0,0,0,0,0,0
nemA,,C flat,"0,015403574","0,013285506","0,011830119","0,010084712",0,"0,010328445","0,011665525","0,009833809","0,01029548","0,009623713",0,"0,012211503",0,0,"0,011088666","0,00989903"
nfsA,,C flat,0,0,0,"0,013083868","0,012510947","0,02558199","0,013183916","0,012257906","0,0106929","0,010668029",0,0,"0,01018044","0,011139103","0,011088666","0,02293578"
nfuA,,C flat,"0,077928559","0,070415276","0,085666262","0,059421026","0,061692099","0,069358319","0,083177063","0,065063096","0,078607071","0,091200403","0,093892679","0,088180695","0,081443523","0,083926102","0,087555094","0,063316329"
cvrA,,C flat,"0,014045354",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,012242899","0,01146789"
ydbK,,C flat,"0,050748541","0,039856517","0,053167468","0,046337158","0,027006502","0,041313778","0,023331049","0,033137572","0,03148257","0,02719223","0,029260207","0,041280727","0,055511744","0,056461174","0,038233214","0,04273384"
nifU,,C flat,"0,090615694","0,099112388","0,109326501","0,076047671","0,087274979","0,086082261","0,080140281","0,078533051","0,078805781","0,068820029","0,076369057","0,075969192","0,076193077","0,055695515","0,081433645","0,084683249"
nikR,,C flat,"0,015403574",0,0,0,0,0,"0,010147133",0,"0,01029548","0,009623713","0,011574074",0,0,0,"0,009934433",0
nirB,,C flat,0,0,"0,014753615",0,0,0,0,0,0,0,0,0,0,0,0,0
nlpE,,C flat,0,0,0,"0,010084712",0,0,"0,010147133",0,0,0,0,"0,011238481","0,009859988",0,0,0
cobB,,C flat,"0,015403574",0,"0,014753615","0,013083868","0,017342799","0,01155972","0,011665525","0,022091715","0,020590961","0,022380374","0,023798191","0,023449984","0,01018044",0,"0,009934433","0,015632975"
nrdH,,C flat,0,"0,013285506",0,0,"0,009663703",0,0,0,0,0,0,0,"0,010500893",0,0,0
nrdR,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,012242899",0
nuoB,,C flat,"0,012687135","0,013285506",0,"0,01158429","0,017342799","0,017955217","0,018257482","0,022091715","0,020590961","0,009623713","0,011736585",0,"0,015110434","0,010373444","0,011088666","0,00989903"
