gene,counts,phase,time,fraction
ybaY,2767,shift,120.0,0.00014971479790910056
ybbA,234,shift,120.0,1.2661099642475436e-05
ybbB,261,shift,120.0,1.4121995755068755e-05
ybbC,57,shift,120.0,3.0841140154747856e-06
ybbD,7,shift,120.0,3.787508440056754e-07
ybbJ,287,shift,120.0,1.5528784604232693e-05
ybbN,2444,shift,120.0,0.00013223815182141012
ybbO,643,shift,120.0,3.479097038509276e-05
ybbP,494,shift,120.0,2.6728988134114807e-05
ybbW,58,shift,120.0,3.1382212789041676e-06
ybbY,75,shift,120.0,4.058044757203665e-06
ybcC,151,shift,120.0,8.170196777836712e-06
ybcD,55,shift,120.0,2.9758994886160212e-06
ybcF,22,shift,120.0,1.1903597954464084e-06
ybcH,157,shift,120.0,8.494840358413006e-06
ybcI,55,shift,120.0,2.9758994886160212e-06
ybcJ,509,shift,120.0,2.7540597085555542e-05
ybcK,99,shift,120.0,5.356619079508838e-06
ybcL,130,shift,120.0,7.0339442458196865e-06
ybcM,964,shift,120.0,5.215940194592444e-05
ybcN,9,shift,120.0,4.869653708644398e-07
ybcO,4,shift,120.0,2.164290537175288e-07
ybcQ,33,shift,120.0,1.7855396931696126e-06
ybcV,24,shift,120.0,1.2985743223051728e-06
ybcW,193,shift,120.0,1.0442701841870764e-05
ybcY,231,shift,120.0,1.2498777852187289e-05
ybdD,1967,shift,120.0,0.0001064289871655948
ybdF,494,shift,120.0,2.6728988134114807e-05
ybdG,1886,shift,120.0,0.00010204629882781483
ybdH,665,shift,120.0,3.5981330180539166e-05
ybdJ,336,shift,120.0,1.818004051227242e-05
ybdK,1622,shift,120.0,8.776198128245793e-05
ybdL,383,shift,120.0,2.0723081893453385e-05
ybdM,147,shift,120.0,7.953767724119185e-06
ybdN,73,shift,120.0,3.9498302303449e-06
ybdO,107,shift,120.0,5.789477186943896e-06
ybdR,290,shift,120.0,1.5691106394520838e-05
ybdZ,193,shift,120.0,1.0442701841870764e-05
ybeD,5363,shift,120.0,0.00029017725377177673
ybeF,99,shift,120.0,5.356619079508838e-06
ybeL,3030,shift,120.0,0.00016394500819102807
ybeM_1,104,shift,120.0,5.627155396655749e-06
ybeM_2,153,shift,120.0,8.278411304695476e-06
ybeQ,75,shift,120.0,4.058044757203665e-06
ybeR,11,shift,120.0,5.951798977232042e-07
ybeT,27,shift,120.0,1.4608961125933194e-06
ybeU,30,shift,120.0,1.623217902881466e-06
ybeX,7707,shift,120.0,0.0004170046792502486
ybeY,1306,shift,120.0,7.066408603877315e-05
ybeZ,3673,shift,120.0,0.00019873597857612084
ybfA,46,shift,120.0,2.4889341177515812e-06
ybfB,18,shift,120.0,9.739307417288796e-07
ybfC,65,shift,120.0,3.5169721229098432e-06
ybfD,15,shift,120.0,8.11608951440733e-07
ybfE,581,shift,120.0,3.143632005247106e-05
ybfF,1047,shift,120.0,5.6650304810563164e-05
ybfG,25,shift,120.0,1.352681585734555e-06
ybfH,15,shift,120.0,8.11608951440733e-07
ybfK,1,shift,120.0,5.41072634293822e-08
ybfL,4,shift,120.0,2.164290537175288e-07
ybfN,96,shift,120.0,5.194297289220691e-06
ybfO,45,shift,120.0,2.4348268543221992e-06
ybfP,92,shift,120.0,4.9778682355031624e-06
ybfQ,6,shift,120.0,3.246435805762932e-07
ybgA,876,shift,120.0,4.739796276413881e-05
ybgC,1660,shift,120.0,8.981805729277446e-05
ybgD,65,shift,120.0,3.5169721229098432e-06
ybgE,1249,shift,120.0,6.757997202329837e-05
ybgI,811,shift,120.0,4.388099064122897e-05
ybgJ,458,shift,120.0,2.478112665065705e-05
ybgK,858,shift,120.0,4.642403202240993e-05
ybgL,631,shift,120.0,3.414168322394017e-05
ybgO,60,shift,120.0,3.246435805762932e-06
ybgP,70,shift,120.0,3.787508440056754e-06
ybgQ,46,shift,120.0,2.4889341177515812e-06
ybgS,2914,shift,120.0,0.00015766856563321973
ybhA,1069,shift,120.0,5.784066460600958e-05
ybhB,2632,shift,120.0,0.00014241031734613395
ybhC,2913,shift,120.0,0.00015761445836979035
ybhD,96,shift,120.0,5.194297289220691e-06
ybhF,452,shift,120.0,2.4456483070080757e-05
ybhG,271,shift,120.0,1.4663068389362577e-05
ybhH,12,shift,120.0,6.492871611525864e-07
ybhI,23,shift,120.0,1.2444670588757906e-06
ybhJ,117,shift,120.0,6.330549821237718e-06
ybhK,1650,shift,120.0,8.927698465848064e-05
ybhL,4268,shift,120.0,0.00023092980031660324
ybhM,126,shift,120.0,6.817515192102158e-06
ybhN,227,shift,120.0,1.228234879846976e-05
ybhP,376,shift,120.0,2.034433104944771e-05
ybhQ,5311,shift,120.0,0.00028736367607344886
ybhR,409,shift,120.0,2.212987074261732e-05
ybhS,258,shift,120.0,1.3959673964780609e-05
ybiA,287,shift,120.0,1.5528784604232693e-05
ybiB,1583,shift,120.0,8.565179800871203e-05
ybiC,2483,shift,120.0,0.000134348335095156
ybiH,289,shift,120.0,1.5636999131091457e-05
ybiI,303,shift,120.0,1.639450081910281e-05
ybiJ,107,shift,120.0,5.789477186943896e-06
ybiO,837,shift,120.0,4.52877794903929e-05
ybiR,545,shift,120.0,2.94884585690133e-05
ybiT,4513,shift,120.0,0.00024418607985680186
ybiU,232,shift,120.0,1.255288511561667e-05
ybiV,967,shift,120.0,5.232172373621259e-05
ybiW,151,shift,120.0,8.170196777836712e-06
ybiX,381,shift,120.0,2.061486736659462e-05
ybiY,11,shift,120.0,5.951798977232042e-07
ybjC,121,shift,120.0,6.546978874955247e-06
ybjD,400,shift,120.0,2.164290537175288e-05
ybjG,992,shift,120.0,5.367440532194714e-05
ybjH,178,shift,120.0,9.631092890430031e-06
ybjI,762,shift,120.0,4.122973473318924e-05
ybjJ,463,shift,120.0,2.505166296780396e-05
ybjL,2088,shift,120.0,0.00011297596604055004
ybjM,177,shift,120.0,9.57698562700065e-06
ybjN,3103,shift,120.0,0.00016789483842137297
ybjO,206,shift,120.0,1.1146096266452734e-05
ybjP,3597,shift,120.0,0.0001946238265554878
ybjQ,639,shift,120.0,3.4574541331375225e-05
ybjS,1066,shift,120.0,5.767834281572143e-05
ybjT,1175,shift,120.0,6.357603452952409e-05
ybjX,1522,shift,120.0,8.235125493951972e-05
ycaC,15040,shift,120.0,0.0008137732419779084
ycaD,668,shift,120.0,3.614365197082731e-05
ycaI,412,shift,120.0,2.2292192532905467e-05
ycaK,31,shift,120.0,1.6773251663108482e-06
ycaL,126,shift,120.0,6.817515192102158e-06
ycaM,185,shift,120.0,1.0009843734435707e-05
ycaN,281,shift,120.0,1.52041410236564e-05
ycaO,4233,shift,120.0,0.00022903604609657486
ycaP,656,shift,120.0,3.549436480967473e-05
ycaQ,666,shift,120.0,3.603543744396855e-05
ycaR,605,shift,120.0,3.2734894374776234e-05
ycbF,151,shift,120.0,8.170196777836712e-06
ycbJ,684,shift,120.0,3.700936818569743e-05
ycbK,11068,shift,120.0,0.0005988591916364023
ycbU,100,shift,120.0,5.41072634293822e-06
ycbV,41,shift,120.0,2.2183978006046704e-06
ycbX,1920,shift,120.0,0.00010388594578441382
ycbZ,4806,shift,120.0,0.0002600395080416109
yccA,22565,shift,120.0,0.0012209303992840093
yccE,73,shift,120.0,3.9498302303449e-06
yccF,360,shift,120.0,1.9478614834577594e-05
yccJ,6921,shift,120.0,0.00037447637019475424
yccM,63,shift,120.0,3.408757596051079e-06
yccS,1094,shift,120.0,5.919334619174413e-05
yccT,230,shift,120.0,1.2444670588757907e-05
yccU,1561,shift,120.0,8.446143821326562e-05
yccX,507,shift,120.0,2.743238255869678e-05
ycdU,76,shift,120.0,4.112152020633047e-06
ycdX,2898,shift,120.0,0.00015680284941834962
ycdY,2947,shift,120.0,0.00015945410532638936
ycdZ,924,shift,120.0,4.9995111408749154e-05
yceA,4687,shift,120.0,0.00025360074369351436
yceB,1873,shift,120.0,0.00010134290440323287
yceD,31202,shift,120.0,0.0016882548335235834
yceF,4269,shift,120.0,0.00023098390758003262
yceH,1230,shift,120.0,6.655193401814011e-05
yceI,3409,shift,120.0,0.00018445166103076393
yceJ,544,shift,120.0,2.9434351305583917e-05
yceK,56,shift,120.0,3.0300067520454032e-06
yceM,916,shift,120.0,4.95622533013141e-05
yceO,19,shift,120.0,1.0280380051582618e-06
yceQ,9,shift,120.0,4.869653708644398e-07
ycfH,3114,shift,120.0,0.00016849001831909617
ycfJ,59,shift,120.0,3.19232854233355e-06
ycfK,23,shift,120.0,1.2444670588757906e-06
ycfL,1321,shift,120.0,7.147569499021389e-05
ycfP,3171,shift,120.0,0.00017157413233457098
ycfT,37,shift,120.0,2.0019687468871416e-06
ycfZ,33,shift,120.0,1.7855396931696126e-06
ycgB,6018,shift,120.0,0.0003256175113180221
ycgH_1,100,shift,120.0,5.41072634293822e-06
ycgH_2,187,shift,120.0,1.0118058261294473e-05
ycgI,30,shift,120.0,1.623217902881466e-06
ycgJ,1708,shift,120.0,9.24152059373848e-05
ycgL,2024,shift,120.0,0.00010951310118106958
ycgM,3210,shift,120.0,0.00017368431560831686
ycgN,1861,shift,120.0,0.00010069361724208028
ycgR,4282,shift,120.0,0.0002316873020046146
ycgV,572,shift,120.0,3.094935468160662e-05
ycgX,78,shift,120.0,4.220366547491812e-06
ycgY,94,shift,120.0,5.086082762361927e-06
ycgZ,195,shift,120.0,1.055091636872953e-05
ychA,2974,shift,120.0,0.00016091500143898267
ychE,391,shift,120.0,2.115594000088844e-05
ychE_1,88,shift,120.0,4.761439181785634e-06
ychF,6712,shift,120.0,0.00036316795213801336
ychG_1,46,shift,120.0,2.4889341177515812e-06
ychG_2,14,shift,120.0,7.575016880113508e-07
ychH,15315,shift,120.0,0.0008286527394209884
ychJ,1652,shift,120.0,8.93851991853394e-05
ychN,5484,shift,120.0,0.000296724232646732
ychO,604,shift,120.0,3.268078711134685e-05
ychQ,393,shift,120.0,2.1264154527747205e-05
ychS,0,shift,120.0,0.0
yciA,1084,shift,120.0,5.8652273557450306e-05
yciB,1918,shift,120.0,0.00010377773125755507
yciC,2459,shift,120.0,0.00013304976077285082
yciE,1388,shift,120.0,7.510088163998249e-05
yciF,1185,shift,120.0,6.411710716381791e-05
yciG,1308,shift,120.0,7.077230056563192e-05
yciH,362,shift,120.0,1.9586829361436358e-05
yciI,5567,shift,120.0,0.0003012151355113707
yciK,1553,shift,120.0,8.402858010583056e-05
yciN,1732,shift,120.0,9.371378025968998e-05
yciO,1707,shift,120.0,9.236109867395542e-05
yciQ,824,shift,120.0,4.4584385065810935e-05
yciT,4508,shift,120.0,0.00024391554353965497
yciU,1349,shift,120.0,7.299069836623659e-05
yciV,1482,shift,120.0,8.018696440234442e-05
yciW,7453,shift,120.0,0.0004032614343391856
yciX,1386,shift,120.0,7.499266711312374e-05
yciY,2056,shift,120.0,0.0001112445336108098
yciZ,942,shift,120.0,5.096904215047803e-05
ycjD,129,shift,120.0,6.9798369823903045e-06
ycjF,456,shift,120.0,2.4672912123798285e-05
ycjG,1742,shift,120.0,9.42548528939838e-05
ycjM,131,shift,120.0,7.0880515092490685e-06
ycjN,30,shift,120.0,1.623217902881466e-06
ycjO,14,shift,120.0,7.575016880113508e-07
ycjP,30,shift,120.0,1.623217902881466e-06
ycjQ,34,shift,120.0,1.8396469565989948e-06
ycjR,22,shift,120.0,1.1903597954464084e-06
ycjS,54,shift,120.0,2.921792225186639e-06
ycjT,121,shift,120.0,6.546978874955247e-06
ycjU,6,shift,120.0,3.246435805762932e-07
ycjV,18,shift,120.0,9.739307417288796e-07
ycjW,782,shift,120.0,4.231188000177688e-05
ycjX,566,shift,120.0,3.0624711101030324e-05
ycjY,270,shift,120.0,1.4608961125933195e-05
ydaC,10,shift,120.0,5.41072634293822e-07
ydaE,13,shift,120.0,7.033944245819686e-07
ydaF,14,shift,120.0,7.575016880113508e-07
ydaG,22,shift,120.0,1.1903597954464084e-06
ydaN,821,shift,120.0,4.442206327552279e-05
ydaS,33,shift,120.0,1.7855396931696126e-06
ydaT,30,shift,120.0,1.623217902881466e-06
ydaU,59,shift,120.0,3.19232854233355e-06
ydaV,24,shift,120.0,1.2985743223051728e-06
ydaW,89,shift,120.0,4.815546445215016e-06
ydaY,57,shift,120.0,3.0841140154747856e-06
ydbA_1,279,shift,120.0,1.5095926496797634e-05
ydbA_2,2047,shift,120.0,0.00011075756823994537
ydbC,1737,shift,120.0,9.398431657683689e-05
ydbD,542,shift,120.0,2.9326136778725153e-05
ydbH,1429,shift,120.0,7.731927944058716e-05
ydbJ,1433,shift,120.0,7.75357084943047e-05
ydbK,5214,shift,120.0,0.0002821152715207988
ydbL,521,shift,120.0,2.8189884246708126e-05
ydcA,1028,shift,120.0,5.56222668054049e-05
ydcC,40,shift,120.0,2.164290537175288e-06
ydcD,60,shift,120.0,3.246435805762932e-06
ydcF,2007,shift,120.0,0.00010859327770277008
ydcH,35356,shift,120.0,0.0019130164058092371
ydcI,13734,shift,120.0,0.0007431091559391351
ydcJ,2148,shift,120.0,0.00011622240184631297
ydcK,831,shift,120.0,4.496313590981661e-05
ydcL,4309,shift,120.0,0.0002331481981172079
ydcM,1246,shift,120.0,6.741765023301023e-05
ydcO,1888,shift,120.0,0.0001021545133546736
ydcP,2395,shift,120.0,0.00012958689591337038
ydcR,1291,shift,120.0,6.985247708733243e-05
ydcS,5788,shift,120.0,0.00031317284072926416
ydcT,1788,shift,120.0,9.674378701173538e-05
ydcU,1195,shift,120.0,6.465817979811173e-05
ydcV,2577,shift,120.0,0.00013943441785751795
ydcY,897,shift,120.0,4.8534215296155835e-05
ydcZ,360,shift,120.0,1.9478614834577594e-05
yddA,652,shift,120.0,3.52779357559572e-05
yddB,1897,shift,120.0,0.00010264147872553803
yddE,1789,shift,120.0,9.679789427516476e-05
yddG,482,shift,120.0,2.607970097296222e-05
yddH,343,shift,120.0,1.8558791356278095e-05
yddJ,6,shift,120.0,3.246435805762932e-07
yddK,2,shift,120.0,1.082145268587644e-07
yddL,0,shift,120.0,0.0
yddM,1281,shift,120.0,6.931140445303861e-05
yddW,698,shift,120.0,3.776686987370878e-05
ydeA,222,shift,120.0,1.2011812481322849e-05
ydeE,470,shift,120.0,2.5430413811809636e-05
ydeI,862,shift,120.0,4.664046107612746e-05
ydeJ,520,shift,120.0,2.8135776983278746e-05
ydeK,201,shift,120.0,1.0875559949305822e-05
ydeM,499,shift,120.0,2.699952445126172e-05
ydeN,5860,shift,120.0,0.00031706856369617973
ydeO,30,shift,120.0,1.623217902881466e-06
ydeP,260,shift,120.0,1.4067888491639373e-05
ydeQ,64,shift,120.0,3.462864859480461e-06
ydeR,28,shift,120.0,1.5150033760227016e-06
ydeS,17,shift,120.0,9.198234782994974e-07
ydeT,89,shift,120.0,4.815546445215016e-06
ydeU,149,shift,120.0,8.061982250977949e-06
ydfA,14,shift,120.0,7.575016880113508e-07
ydfB,7,shift,120.0,3.787508440056754e-07
ydfC,34,shift,120.0,1.8396469565989948e-06
ydfD,13,shift,120.0,7.033944245819686e-07
ydfE,33,shift,120.0,1.7855396931696126e-06
ydfG,7214,shift,120.0,0.0003903297983795632
ydfH,2314,shift,120.0,0.0001252042075755904
ydfI,298,shift,120.0,1.6123964501955897e-05
ydfJ,109,shift,120.0,5.8976917138026605e-06
ydfK,168,shift,120.0,9.09002025613621e-06
ydfN,21,shift,120.0,1.1362525320170262e-06
ydfO,32,shift,120.0,1.7314324297402304e-06
ydfP,20,shift,120.0,1.082145268587644e-06
ydfR,19,shift,120.0,1.0280380051582618e-06
ydfT,63,shift,120.0,3.408757596051079e-06
ydfU,33,shift,120.0,1.7855396931696126e-06
ydfV,53,shift,120.0,2.867684961757257e-06
ydfW,15,shift,120.0,8.11608951440733e-07
ydfX,6,shift,120.0,3.246435805762932e-07
ydfZ,198,shift,120.0,1.0713238159017676e-05
ydgA,11746,shift,120.0,0.0006355439162415233
ydgC,809,shift,120.0,4.37727761143702e-05
ydgD,1967,shift,120.0,0.0001064289871655948
ydgH,4217,shift,120.0,0.00022817032988170475
ydgI,245,shift,120.0,1.325627954019864e-05
ydgJ,3622,shift,120.0,0.00019597650814122235
ydgK,1489,shift,120.0,8.05657152463501e-05
ydgU,4,shift,120.0,2.164290537175288e-07
ydhB,454,shift,120.0,2.456469759693952e-05
ydhC,545,shift,120.0,2.94884585690133e-05
ydhF,2596,shift,120.0,0.0001404624558626762
ydhI,146,shift,120.0,7.8996604606898e-06
ydhJ,279,shift,120.0,1.5095926496797634e-05
ydhK,409,shift,120.0,2.212987074261732e-05
ydhL,217,shift,120.0,1.1741276164175937e-05
ydhP,283,shift,120.0,1.5312355550515162e-05
ydhQ,1906,shift,120.0,0.00010312844409640248
ydhR,3506,shift,120.0,0.000189700065583414
ydhS,2034,shift,120.0,0.0001100541738153634
ydhT,97,shift,120.0,5.248404552650074e-06
ydhU,117,shift,120.0,6.330549821237718e-06
ydhV,129,shift,120.0,6.9798369823903045e-06
ydhW,106,shift,120.0,5.735369923514514e-06
ydhX,82,shift,120.0,4.436795601209341e-06
ydhY,54,shift,120.0,2.921792225186639e-06
ydhZ,467,shift,120.0,2.526809202152149e-05
ydiB,201,shift,120.0,1.0875559949305822e-05
ydiE,291,shift,120.0,1.574521365795022e-05
ydiF,82,shift,120.0,4.436795601209341e-06
ydiH,2146,shift,120.0,0.00011611418731945421
ydiJ,6875,shift,120.0,0.00037198743607700263
ydiK,1434,shift,120.0,7.758981575773407e-05
ydiL,155,shift,120.0,8.386625831554242e-06
ydiM,121,shift,120.0,6.546978874955247e-06
ydiN,48,shift,120.0,2.5971486446103456e-06
ydiO,89,shift,120.0,4.815546445215016e-06
ydiP,355,shift,120.0,1.9208078517430682e-05
ydiQ,12,shift,120.0,6.492871611525864e-07
ydiR,70,shift,120.0,3.787508440056754e-06
ydiS,48,shift,120.0,2.5971486446103456e-06
ydiT,11,shift,120.0,5.951798977232042e-07
ydiU,6536,shift,120.0,0.0003536450737744421
ydiV,922,shift,120.0,4.9886896881890393e-05
ydiY,182,shift,120.0,9.847521944147561e-06
ydiZ,1418,shift,120.0,7.672409954286396e-05
ydjA,1429,shift,120.0,7.731927944058716e-05
ydjE,211,shift,120.0,1.1416632583599645e-05
ydjF,1074,shift,120.0,5.811120092315648e-05
ydjG,268,shift,120.0,1.450074659907443e-05
ydjH,77,shift,120.0,4.166259284062429e-06
ydjI,133,shift,120.0,7.196266036107833e-06
ydjJ,77,shift,120.0,4.166259284062429e-06
ydjK,63,shift,120.0,3.408757596051079e-06
ydjL,94,shift,120.0,5.086082762361927e-06
ydjM,118,shift,120.0,6.3846570846671e-06
ydjO,23,shift,120.0,1.2444670588757906e-06
ydjX,105,shift,120.0,5.681262660085132e-06
ydjY,245,shift,120.0,1.325627954019864e-05
ydjZ,198,shift,120.0,1.0713238159017676e-05
yeaC,11530,shift,120.0,0.0006238567473407768
yeaD,2612,shift,120.0,0.0001413281720775463
yeaE,1098,shift,120.0,5.940977524546166e-05
yeaG,15425,shift,120.0,0.0008346045383982205
yeaH,4678,shift,120.0,0.00025311377832264994
yeaK,1649,shift,120.0,8.922287739505125e-05
yeaL,197,shift,120.0,1.0659130895588294e-05
yeaO,656,shift,120.0,3.549436480967473e-05
yeaQ,7718,shift,120.0,0.00041759985914797184
yeaR,86,shift,120.0,4.65322465492687e-06
yeaV,399,shift,120.0,2.15887981083235e-05
yeaW,172,shift,120.0,9.30644930985374e-06
yeaX,175,shift,120.0,9.468771100141885e-06
yeaY,1907,shift,120.0,0.00010318255135983186
yebB,35,shift,120.0,1.893754220028377e-06
yebC,5750,shift,120.0,0.0003111167647189477
yebE,1811,shift,120.0,9.798825407061117e-05
yebF,5638,shift,120.0,0.00030505675121485687
yebG,1226,shift,120.0,6.633550496442258e-05
yebK,2467,shift,120.0,0.0001334826188802859
yebO,981,shift,120.0,5.307922542422394e-05
yebQ,170,shift,120.0,9.198234782994974e-06
yebS,1327,shift,120.0,7.180033857079019e-05
yebT,3369,shift,120.0,0.00018228737049358863
yebV,22874,shift,120.0,0.0012376495436836885
yebW,646,shift,120.0,3.4953292175380904e-05
yebY,2462,shift,120.0,0.00013321208256313898
yebZ,2480,shift,120.0,0.00013418601330486787
yecA,875,shift,120.0,4.734385550070943e-05
yecD,784,shift,120.0,4.242009452863565e-05
yecE,491,shift,120.0,2.6566666343826663e-05
yecF,940,shift,120.0,5.086082762361927e-05
yecH,134,shift,120.0,7.250373299537215e-06
yecJ,1245,shift,120.0,6.736354296958085e-05
yecM,787,shift,120.0,4.258241631892379e-05
yecN,1258,shift,120.0,6.806693739416282e-05
yecR,1375,shift,120.0,7.439748721540052e-05
yecT,91,shift,120.0,4.9237609720737805e-06
yedA,57,shift,120.0,3.0841140154747856e-06
yedD,1882,shift,120.0,0.0001018298697740973
yedE,14656,shift,120.0,0.0007929960528210256
yedF,3810,shift,120.0,0.00020614867366594618
yedI,424,shift,120.0,2.2941479694058055e-05
yedJ,503,shift,120.0,2.7215953504979247e-05
yedK,368,shift,120.0,1.991147294201265e-05
yedL,248,shift,120.0,1.3418601330486786e-05
yedM,215,shift,120.0,1.1633061637317173e-05
yedN_1,82,shift,120.0,4.436795601209341e-06
yedN_2,21,shift,120.0,1.1362525320170262e-06
yedP,2152,shift,120.0,0.0001164388309000305
yedR,40,shift,120.0,2.164290537175288e-06
yedS_1,217,shift,120.0,1.1741276164175937e-05
yedS_2,174,shift,120.0,9.414663836712503e-06
yedS_3,191,shift,120.0,1.0334487315012e-05
yedV,2947,shift,120.0,0.00015945410532638936
yedW,2003,shift,120.0,0.00010837684864905256
yedX,334,shift,120.0,1.8071825985413655e-05
yeeA,940,shift,120.0,5.086082762361927e-05
yeeD,7622,shift,120.0,0.00041240556185875117
yeeE,5787,shift,120.0,0.0003131187334658348
yeeJ,1647,shift,120.0,8.911466286819249e-05
yeeL_1,42,shift,120.0,2.2725050640340524e-06
yeeL_2,8,shift,120.0,4.328581074350576e-07
yeeN,3403,shift,120.0,0.00018412701745018764
yeeO,539,shift,120.0,2.916381498843701e-05
yeeP,134,shift,120.0,7.250373299537215e-06
yeeR,167,shift,120.0,9.035912992706828e-06
yeeS,25,shift,120.0,1.352681585734555e-06
yeeT,2,shift,120.0,1.082145268587644e-07
yeeW,60,shift,120.0,3.246435805762932e-06
yeeX,8320,shift,120.0,0.00045017243173245993
yeeY,581,shift,120.0,3.143632005247106e-05
yeeZ,2937,shift,120.0,0.00015891303269209553
yefM,965,shift,120.0,5.2213509209353824e-05
yegD,572,shift,120.0,3.094935468160662e-05
yegH,1470,shift,120.0,7.953767724119183e-05
yegI,213,shift,120.0,1.152484711045841e-05
yegJ,47,shift,120.0,2.5430413811809636e-06
yegK,29,shift,120.0,1.5691106394520838e-06
yegL,41,shift,120.0,2.2183978006046704e-06
yegP,7917,shift,120.0,0.0004283672045704189
yegQ,3000,shift,120.0,0.0001623217902881466
yegR,17,shift,120.0,9.198234782994974e-07
yegS,1159,shift,120.0,6.271031831465397e-05
yegT,177,shift,120.0,9.57698562700065e-06
yegU,173,shift,120.0,9.360556573283121e-06
yegV,115,shift,120.0,6.222335294378953e-06
yegW,309,shift,120.0,1.67191443996791e-05
yegX,454,shift,120.0,2.456469759693952e-05
yegZ,29,shift,120.0,1.5691106394520838e-06
yehA,24,shift,120.0,1.2985743223051728e-06
yehB,101,shift,120.0,5.464833606367603e-06
yehC,9,shift,120.0,4.869653708644398e-07
yehD,21,shift,120.0,1.1362525320170262e-06
yehE,2018,shift,120.0,0.00010918845760049329
yehI,287,shift,120.0,1.5528784604232693e-05
yehK,18,shift,120.0,9.739307417288796e-07
yehL,11,shift,120.0,5.951798977232042e-07
yehM,49,shift,120.0,2.651255908039728e-06
yehP,11,shift,120.0,5.951798977232042e-07
yehQ,101,shift,120.0,5.464833606367603e-06
yehR,44,shift,120.0,2.380719590892817e-06
yehS,2616,shift,120.0,0.00014154460113126384
yehT,2803,shift,120.0,0.00015166265939255832
yehU,4244,shift,120.0,0.00022963122599429806
yehW,343,shift,120.0,1.8558791356278095e-05
yehX,280,shift,120.0,1.5150033760227016e-05
yehY,454,shift,120.0,2.456469759693952e-05
yeiB,747,shift,120.0,4.0418125781748506e-05
yeiE,1019,shift,120.0,5.513530143454046e-05
yeiG,3343,shift,120.0,0.0001808805816444247
yeiH,204,shift,120.0,1.103788173959397e-05
yeiI,972,shift,120.0,5.25922600533595e-05
yeiL,182,shift,120.0,9.847521944147561e-06
yeiP,1763,shift,120.0,9.539110542600082e-05
yeiQ,1658,shift,120.0,8.970984276591569e-05
yeiR,885,shift,120.0,4.788492813500325e-05
yeiS,228,shift,120.0,1.2336456061899143e-05
yeiW,115,shift,120.0,6.222335294378953e-06
yejA,1582,shift,120.0,8.559769074528264e-05
yejB,626,shift,120.0,3.387114690679326e-05
yejE,619,shift,120.0,3.3492396062787585e-05
yejF,1589,shift,120.0,8.597644158928832e-05
yejG,3526,shift,120.0,0.00019078221085200165
yejK,2493,shift,120.0,0.00013488940772944983
yejL,1491,shift,120.0,8.067392977320887e-05
yejM,4583,shift,120.0,0.0002479735882968586
yejO,958,shift,120.0,5.183475836534815e-05
yfaA,127,shift,120.0,6.87162245553154e-06
yfaD,519,shift,120.0,2.8081669719849362e-05
yfaE,849,shift,120.0,4.593706665154549e-05
yfaH,16,shift,120.0,8.657162148701152e-07
yfaL,519,shift,120.0,2.8081669719849362e-05
yfaP,78,shift,120.0,4.220366547491812e-06
yfaQ,72,shift,120.0,3.8957229669155184e-06
yfaS_1,112,shift,120.0,6.0600135040908064e-06
yfaS_2,48,shift,120.0,2.5971486446103456e-06
yfaT,7,shift,120.0,3.787508440056754e-07
yfaU,66,shift,120.0,3.5710793863392252e-06
yfaV,68,shift,120.0,3.6792939131979896e-06
yfaW,411,shift,120.0,2.2238085269476084e-05
yfaX,68,shift,120.0,3.6792939131979896e-06
yfaY,1649,shift,120.0,8.922287739505125e-05
yfaZ,157,shift,120.0,8.494840358413006e-06
yfbK,102,shift,120.0,5.518940869796985e-06
yfbL,21,shift,120.0,1.1362525320170262e-06
yfbM,78,shift,120.0,4.220366547491812e-06
yfbN,45,shift,120.0,2.4348268543221992e-06
yfbO,96,shift,120.0,5.194297289220691e-06
yfbP,198,shift,120.0,1.0713238159017676e-05
yfbR,589,shift,120.0,3.1869178159906115e-05
yfbS,687,shift,120.0,3.7171689975985574e-05
yfbT,3311,shift,120.0,0.00017914914921468447
yfbU,3032,shift,120.0,0.00016405322271788683
yfbV,3574,shift,120.0,0.00019337935949661198
yfcA,1037,shift,120.0,5.610923217626935e-05
yfcC,116,shift,120.0,6.276442557808335e-06
yfcD,2584,shift,120.0,0.00013981316870152361
yfcE,1545,shift,120.0,8.35957219983955e-05
yfcF,666,shift,120.0,3.603543744396855e-05
yfcG,436,shift,120.0,2.3590766855210642e-05
yfcH,3867,shift,120.0,0.000209232787681421
yfcI,464,shift,120.0,2.510577023123334e-05
yfcJ,336,shift,120.0,1.818004051227242e-05
yfcL,2292,shift,120.0,0.000124013847780144
yfcO,2088,shift,120.0,0.00011297596604055004
yfcP,30,shift,120.0,1.623217902881466e-06
yfcQ,33,shift,120.0,1.7855396931696126e-06
yfcR,36,shift,120.0,1.9478614834577592e-06
yfcS,19,shift,120.0,1.0280380051582618e-06
yfcT,42,shift,120.0,2.2725050640340524e-06
yfcU,248,shift,120.0,1.3418601330486786e-05
yfcV,7,shift,120.0,3.787508440056754e-07
yfcZ,1337,shift,120.0,7.2341411205084e-05
yfdC,395,shift,120.0,2.137236905460597e-05
yfdE,128,shift,120.0,6.925729718960922e-06
yfdF,89,shift,120.0,4.815546445215016e-06
yfdG,1043,shift,120.0,5.6433875756845636e-05
yfdH,5534,shift,120.0,0.00029942959581820113
yfdI,3644,shift,120.0,0.00019716686793666875
yfdK,73,shift,120.0,3.9498302303449e-06
