gene,counts,phase,time,fraction
yidL,774,shift,15.0,3.909548010285041e-05
yidP,32,shift,15.0,1.6163505985674588e-06
yidQ,4391,shift,15.0,0.00022179360869717849
yidR,527,shift,15.0,2.6619273920157837e-05
yidX,358,shift,15.0,1.8082922321473445e-05
yidZ,149,shift,15.0,7.52613247457973e-06
yieE,765,shift,15.0,3.864088149700331e-05
yieF,1883,shift,15.0,9.51121305344539e-05
yieH,272,shift,15.0,1.37389800878234e-05
yieK,175,shift,15.0,8.83941733591579e-06
yieL,208,shift,15.0,1.0506278890688483e-05
yieP,1793,shift,15.0,9.056614447598292e-05
yifB,198,shift,15.0,1.0001169328636151e-05
yifE,5652,shift,15.0,0.0002854879244719774
yifK,2917,shift,15.0,0.0001473404592506649
yifL,863,shift,15.0,4.359095520511616e-05
yifN,72,shift,15.0,3.636788846776782e-06
yifO,694,shift,15.0,3.5054603606431764e-05
yigA,297,shift,15.0,1.5001753992954226e-05
yigB,118,shift,15.0,5.960292832217504e-06
yigE,45,shift,15.0,2.272993029235489e-06
yigF,127,shift,15.0,6.414891438064602e-06
yigG,8,shift,15.0,4.040876496418647e-07
yigI,3431,shift,15.0,0.00017330309074015473
yigL,286,shift,15.0,1.4446133474696663e-05
yigM,111,shift,15.0,5.606716138780873e-06
yigZ,714,shift,15.0,3.606482273053642e-05
yihA,1519,shift,15.0,7.672614247574906e-05
yihD,1182,shift,15.0,5.970395023458551e-05
yihF,333,shift,15.0,1.682014841634262e-05
yihG,204,shift,15.0,1.030423506586755e-05
yihI,3153,shift,15.0,0.0001592610449150999
yihL,243,shift,15.0,1.227416235787164e-05
yihM,436,shift,15.0,2.2022776905481625e-05
yihN,218,shift,15.0,1.1011388452740813e-05
yihO,175,shift,15.0,8.83941733591579e-06
yihP,77,shift,15.0,3.8893436278029476e-06
yihQ,260,shift,15.0,1.3132848613360603e-05
yihR,82,shift,15.0,4.141898408829113e-06
yihS,263,shift,15.0,1.3284381481976301e-05
yihT,143,shift,15.0,7.2230667373483316e-06
yihU,119,shift,15.0,6.010803788422737e-06
yihV,333,shift,15.0,1.682014841634262e-05
yihW,3058,shift,15.0,0.00015446250407560278
yihX,5753,shift,15.0,0.00029058953104870594
yihY,2463,shift,15.0,0.0001244084851334891
yiiD,1753,shift,15.0,8.85457062277736e-05
yiiE,13,shift,15.0,6.566424306680302e-07
yiiF,296,shift,15.0,1.4951243036748993e-05
yiiG,44,shift,15.0,2.222482073030256e-06
yiiM,554,shift,15.0,2.798306973769913e-05
yiiQ,708,shift,15.0,3.576175699330503e-05
yiiR,857,shift,15.0,4.328788946788476e-05
yiiS,3637,shift,15.0,0.00018370834771843273
yiiX,151,shift,15.0,7.627154386990196e-06
yijD,1588,shift,15.0,8.021139845391015e-05
yijE,133,shift,15.0,6.717957175296001e-06
yijF,9,shift,15.0,4.545986058470978e-07
yijO,446,shift,15.0,2.2527886467533957e-05
yjaA,7,shift,15.0,3.535766934366316e-07
yjaB,443,shift,15.0,2.2376353598918257e-05
yjaG,858,shift,15.0,4.333840042408999e-05
yjaH,795,shift,15.0,4.0156210183160305e-05
yjaZ,175,shift,15.0,8.83941733591579e-06
yjbB,1741,shift,15.0,8.793957475331081e-05
yjbD,1579,shift,15.0,7.975679984806304e-05
yjbE,582,shift,15.0,2.9397376511445658e-05
yjbF,33,shift,15.0,1.6668615547726918e-06
yjbG,10,shift,15.0,5.051095620523309e-07
yjbH,252,shift,15.0,1.2728760963718737e-05
yjbI,45,shift,15.0,2.272993029235489e-06
yjbJ,6654,shift,15.0,0.00033609990258962096
yjbL,3,shift,15.0,1.5153286861569926e-07
yjbM,57,shift,15.0,2.879124503698286e-06
yjbQ,2043,shift,15.0,0.00010319388352729119
yjbR,1531,shift,15.0,7.733227395021185e-05
yjbS,9,shift,15.0,4.545986058470978e-07
yjbT,93,shift,15.0,4.697518927086677e-06
yjcB,77,shift,15.0,3.8893436278029476e-06
yjcE,1332,shift,15.0,6.728059366537048e-05
yjcF,277,shift,15.0,1.3991534868849564e-05
yjcH,5846,shift,15.0,0.00029528704997579264
yjcO,1943,shift,15.0,9.814278790676789e-05
yjcS,135,shift,15.0,6.8189790877064665e-06
yjcZ,20548,shift,15.0,0.0010378991281051295
yjdC,5669,shift,15.0,0.00028634661072746636
yjdF,292,shift,15.0,1.4749199211928062e-05
yjdI,1148,shift,15.0,5.7986577723607584e-05
yjdJ,3464,shift,15.0,0.0001749699522949274
yjdM,579,shift,15.0,2.9245843642829958e-05
yjdN,2004,shift,15.0,0.00010122395623528711
yjdP,496,shift,15.0,2.505343427779561e-05
yjeF,3471,shift,15.0,0.00017532352898836403
yjeH,660,shift,15.0,3.333723109545384e-05
yjeI,5082,shift,15.0,0.00025669667943499454
yjeJ,206,shift,15.0,1.0405256978278015e-05
yjeM,356,shift,15.0,1.798190040906298e-05
yjeN,68,shift,15.0,3.43474502195585e-06
yjeO,74,shift,15.0,3.7378107591872483e-06
yjeT,18,shift,15.0,9.091972116941955e-07
yjeV,16,shift,15.0,8.081752992837294e-07
yjfC,65,shift,15.0,3.2832121533401508e-06
yjfF,1685,shift,15.0,8.511096120581776e-05
yjfI,12,shift,15.0,6.06131474462797e-07
yjfJ,65,shift,15.0,3.2832121533401508e-06
yjfK,35,shift,15.0,1.767883467183158e-06
yjfL,30,shift,15.0,1.5153286861569927e-06
yjfM,40,shift,15.0,2.0204382482093234e-06
yjfN,7146,shift,15.0,0.00036095129304259565
yjfP,902,shift,15.0,4.5560882497120245e-05
yjfY,1572,shift,15.0,7.940322315462641e-05
yjfZ,132,shift,15.0,6.667446219090767e-06
yjgA,4477,shift,15.0,0.00022613755093082853
yjgH,375,shift,15.0,1.8941608576962408e-05
yjgL,306,shift,15.0,1.5456352598801325e-05
yjgM,1231,shift,15.0,6.217898708864193e-05
yjgN,82,shift,15.0,4.141898408829113e-06
yjgR,2711,shift,15.0,0.00013693520227238689
yjgW,32,shift,15.0,1.6163505985674588e-06
yjgX_1,60,shift,15.0,3.0306573723139854e-06
yjgX_2,679,shift,15.0,3.4296939263353264e-05
yjgZ,3,shift,15.0,1.5153286861569926e-07
yjhB,266,shift,15.0,1.3435914350592002e-05
yjhC,897,shift,15.0,4.5308327716094076e-05
yjhD,186,shift,15.0,9.395037854173354e-06
yjhE,70,shift,15.0,3.535766934366316e-06
yjhF,360,shift,15.0,1.818394423388391e-05
yjhG,3198,shift,15.0,0.0001615340379443354
yjhH,1849,shift,15.0,9.339475802347597e-05
yjhI,1806,shift,15.0,9.122278690665095e-05
yjhP,372,shift,15.0,1.8790075708346708e-05
yjhQ,324,shift,15.0,1.636554981049552e-05
yjhR,578,shift,15.0,2.9195332686624723e-05
yjhU,3338,shift,15.0,0.00016860557181306804
yjhV,79,shift,15.0,3.990365540213414e-06
yjiA,1450,shift,15.0,7.324088649758798e-05
yjiC,17,shift,15.0,8.586862554889625e-07
yjiG,34,shift,15.0,1.717372510977925e-06
yjiH,21,shift,15.0,1.0607300803098948e-06
yjiJ,1247,shift,15.0,6.298716238792566e-05
yjiK,214,shift,15.0,1.0809344627919881e-05
yjiL,105,shift,15.0,5.303650401549474e-06
yjiM,456,shift,15.0,2.303299602958629e-05
yjiN,1652,shift,15.0,8.344409965104506e-05
yjiP,66,shift,15.0,3.3337231095453836e-06
yjiQ,824,shift,15.0,4.162102791311206e-05
yjiR,1067,shift,15.0,5.389519027098371e-05
yjiS,15,shift,15.0,7.576643430784963e-07
yjiT,4318,shift,15.0,0.00021810630889419646
yjiV,2526,shift,15.0,0.0001275906753744188
yjiX,180,shift,15.0,9.091972116941955e-06
yjiY,4176,shift,15.0,0.00021093375311305337
yjjA,747,shift,15.0,3.7731684285309116e-05
yjjB,164,shift,15.0,8.283796817658227e-06
yjjG,1704,shift,15.0,8.607066937371717e-05
yjjI,219,shift,15.0,1.1061899408946045e-05
yjjJ,1527,shift,15.0,7.713023012539093e-05
yjjP,513,shift,15.0,2.5912120533284575e-05
yjjQ,19,shift,15.0,9.597081678994287e-07
yjjU,971,shift,15.0,4.904613847528133e-05
yjjV,681,shift,15.0,3.439796117576373e-05
yjjW,41,shift,15.0,2.0709492044145567e-06
yjjX,457,shift,15.0,2.308350698579152e-05
yjjY,147,shift,15.0,7.425110562169264e-06
yjjZ,99,shift,15.0,5.0005846643180756e-06
yjtD,1189,shift,15.0,6.005752692802214e-05
ykfA,646,shift,15.0,3.2630077708580575e-05
ykfB,20778,shift,15.0,0.001049516648032333
ykfC,416,shift,15.0,2.1012557781376966e-05
ykfF,14,shift,15.0,7.071533868732632e-07
ykfG,2,shift,15.0,1.0102191241046617e-07
ykfH,0,shift,15.0,0.0
ykfI,46,shift,15.0,2.323503985440722e-06
ykfJ,33,shift,15.0,1.6668615547726918e-06
ykfM,0,shift,15.0,0.0
ykgA,352,shift,15.0,1.7779856584242048e-05
ykgE,1120,shift,15.0,5.657227094986106e-05
ykgF,1889,shift,15.0,9.54151962716853e-05
ykgG,1265,shift,15.0,6.389635959961986e-05
ykgH,29,shift,15.0,1.4648177299517594e-06
ykgJ,233,shift,15.0,1.1769052795819308e-05
ykgL,197,shift,15.0,9.950658372430918e-06
ykgM,64,shift,15.0,3.2327011971349175e-06
ykgN,0,shift,15.0,0.0
ykgO,27,shift,15.0,1.3637958175412934e-06
ykgR,244,shift,15.0,1.2324673314076873e-05
ykiA,759,shift,15.0,3.833781575977191e-05
ylaC,937,shift,15.0,4.73287659643034e-05
ylbE,38,shift,15.0,1.9194163357988574e-06
ylbF,18,shift,15.0,9.091972116941955e-07
ylbG,291,shift,15.0,1.4698688255722829e-05
ylbH,54,shift,15.0,2.7275916350825868e-06
ylcG,4,shift,15.0,2.0204382482093234e-07
ylcH,25,shift,15.0,1.262773905130827e-06
ylcI,50,shift,15.0,2.525547810261654e-06
yliI,961,shift,15.0,4.8541028913229e-05
ymbA,1412,shift,15.0,7.132147016178912e-05
ymcE,35,shift,15.0,1.767883467183158e-06
ymdA,106,shift,15.0,5.354161357754707e-06
ymdB,1701,shift,15.0,8.591913650510148e-05
ymdE,6,shift,15.0,3.030657372313985e-07
ymdF,2344,shift,15.0,0.00011839768134506636
ymfA,8,shift,15.0,4.040876496418647e-07
ymfD,201,shift,15.0,1.015270219725185e-05
ymfE,229,shift,15.0,1.1567008970998377e-05
ymfH,189,shift,15.0,9.546570722789054e-06
ymfI,780,shift,15.0,3.939854584008181e-05
ymfJ,637,shift,15.0,3.2175479102733475e-05
ymfK,1730,shift,15.0,8.738395423505324e-05
ymfL,113,shift,15.0,5.7077380511913385e-06
ymfM,29,shift,15.0,1.4648177299517594e-06
ymfN,78,shift,15.0,3.93985458400818e-06
ymfO,14,shift,15.0,7.071533868732632e-07
ymfP,28,shift,15.0,1.4143067737465264e-06
ymfQ,13,shift,15.0,6.566424306680302e-07
ymfR,2,shift,15.0,1.0102191241046617e-07
ymfS,109,shift,15.0,5.505694226370406e-06
ymfT,17,shift,15.0,8.586862554889625e-07
ymgA,148,shift,15.0,7.4756215183744965e-06
ymgC,41,shift,15.0,2.0709492044145567e-06
ymgD,183,shift,15.0,9.243504985557655e-06
ymgE,7623,shift,15.0,0.0003850450191524918
ymgF,25,shift,15.0,1.262773905130827e-06
ymgG,74,shift,15.0,3.7378107591872483e-06
ymgH,16,shift,15.0,8.081752992837294e-07
ymgI,25,shift,15.0,1.262773905130827e-06
ymgJ,34,shift,15.0,1.717372510977925e-06
ymiA,826,shift,15.0,4.172204982552253e-05
ymjA,147,shift,15.0,7.425110562169264e-06
ymjB,33,shift,15.0,1.6668615547726918e-06
ymjC,123,shift,15.0,6.21284761324367e-06
ymjD,0,shift,15.0,0.0
ynaA,238,shift,15.0,1.2021607576845474e-05
ynaE,27,shift,15.0,1.3637958175412934e-06
ynaI,499,shift,15.0,2.5204967146411312e-05
ynaJ,3529,shift,15.0,0.00017825316444826757
ynaK,51,shift,15.0,2.5760587664668874e-06
ynbA,13,shift,15.0,6.566424306680302e-07
ynbB,9,shift,15.0,4.545986058470978e-07
ynbC,270,shift,15.0,1.3637958175412933e-05
ynbD,265,shift,15.0,1.3385403394386767e-05
ynbE,204,shift,15.0,1.030423506586755e-05
ynbG,0,shift,15.0,0.0
yncD,495,shift,15.0,2.5002923321590377e-05
yncE,3466,shift,15.0,0.0001750709742073379
yncG,1152,shift,15.0,5.8188621548428515e-05
yncH,12,shift,15.0,6.06131474462797e-07
yncI,120,shift,15.0,6.061314744627971e-06
yncJ,202,shift,15.0,1.0203213153457084e-05
yncK_1,16,shift,15.0,8.081752992837294e-07
yncK_2,22,shift,15.0,1.111241036515128e-06
yncL,2974,shift,15.0,0.0001502195837543632
yncM,10,shift,15.0,5.051095620523309e-07
yneE,95,shift,15.0,4.7985408394971434e-06
yneG,17,shift,15.0,8.586862554889625e-07
yneH,261,shift,15.0,1.3183359569565836e-05
yneJ,336,shift,15.0,1.6971681284958316e-05
yneK,25,shift,15.0,1.262773905130827e-06
yneL,9,shift,15.0,4.545986058470978e-07
yneM,3251,shift,15.0,0.00016421111862321275
ynfA,197,shift,15.0,9.950658372430918e-06
ynfB,2668,shift,15.0,0.00013476323115556188
ynfC,2507,shift,15.0,0.00012663096720651936
ynfD,2096,shift,15.0,0.00010587096420616855
ynfE,297,shift,15.0,1.5001753992954226e-05
ynfF,388,shift,15.0,1.9598251007630436e-05
ynfG,121,shift,15.0,6.1118257008332036e-06
ynfH,350,shift,15.0,1.767883467183158e-05
ynfK,2933,shift,15.0,0.00014814863454994866
ynfL,356,shift,15.0,1.798190040906298e-05
ynfM,188,shift,15.0,9.49605976658382e-06
ynfN,4,shift,15.0,2.0204382482093234e-07
ynfO,24,shift,15.0,1.212262948925594e-06
ynfP,6,shift,15.0,3.030657372313985e-07
ynhF,1531,shift,15.0,7.733227395021185e-05
yniA,47208,shift,15.0,0.0023845212205366438
yniB,2249,shift,15.0,0.00011359914050556921
yniC,1851,shift,15.0,9.349577993588645e-05
yniD,50,shift,15.0,2.525547810261654e-06
ynjA,202,shift,15.0,1.0203213153457084e-05
ynjB,319,shift,15.0,1.6112995029469353e-05
ynjC,142,shift,15.0,7.172555781143098e-06
ynjD,123,shift,15.0,6.21284761324367e-06
ynjE,425,shift,15.0,2.1467156387224063e-05
ynjF,361,shift,15.0,1.8234455190089145e-05
ynjH,5501,shift,15.0,0.0002778607700849872
ynjI,99,shift,15.0,5.0005846643180756e-06
yoaA,599,shift,15.0,3.0256062766934618e-05
yoaB,1405,shift,15.0,7.096789346835249e-05
yoaC,9880,shift,15.0,0.0004990482473077029
yoaE,747,shift,15.0,3.7731684285309116e-05
yoaF,408,shift,15.0,2.06084701317351e-05
yoaG,56,shift,15.0,2.828613547493053e-06
yoaH,836,shift,15.0,4.222715938757486e-05
yoaI,52,shift,15.0,2.6265697226721207e-06
yoaJ,36,shift,15.0,1.818394423388391e-06
yoaK,45,shift,15.0,2.272993029235489e-06
yobA,1204,shift,15.0,6.0815191271100635e-05
yobB,1320,shift,15.0,6.667446219090768e-05
yobD,85,shift,15.0,4.293431277444813e-06
yobF,12115,shift,15.0,0.0006119402344263988
yobH,480,shift,15.0,2.4245258978511883e-05
yobI,22,shift,15.0,1.111241036515128e-06
yodB,610,shift,15.0,3.081168328519218e-05
yodC,1854,shift,15.0,9.364731280450214e-05
yodD,14281,shift,15.0,0.0007213469655669337
yoeA,47,shift,15.0,2.374014941645955e-06
yoeB,907,shift,15.0,4.581343727814641e-05
yoeE,893,shift,15.0,4.5106283891273145e-05
yoeF,283,shift,15.0,1.4294600606080963e-05
yoeI,4,shift,15.0,2.0204382482093234e-07
yohC,7451,shift,15.0,0.0003763571346851917
yohD,680,shift,15.0,3.43474502195585e-05
yohF,1768,shift,15.0,8.93033705708521e-05
yohH,5,shift,15.0,2.5255478102616543e-07
yohJ,390,shift,15.0,1.9699272920040905e-05
yohK,700,shift,15.0,3.535766934366316e-05
yohO,98,shift,15.0,4.950073708112843e-06
yohP,554,shift,15.0,2.798306973769913e-05
yojI,253,shift,15.0,1.2779271919923972e-05
yojO,10,shift,15.0,5.051095620523309e-07
ypaB,10,shift,15.0,5.051095620523309e-07
ypdA,1112,shift,15.0,5.6168183300219196e-05
ypdB,1996,shift,15.0,0.00010081986858564525
ypdC,520,shift,15.0,2.6265697226721206e-05
ypdE,130,shift,15.0,6.5664243066803015e-06
ypdF,122,shift,15.0,6.162336657038436e-06
ypdI,18,shift,15.0,9.091972116941955e-07
ypdJ,13,shift,15.0,6.566424306680302e-07
ypdK,32,shift,15.0,1.6163505985674588e-06
ypeA,759,shift,15.0,3.833781575977191e-05
ypeB,29,shift,15.0,1.4648177299517594e-06
ypeC,292,shift,15.0,1.4749199211928062e-05
ypfG,252,shift,15.0,1.2728760963718737e-05
ypfH,1337,shift,15.0,6.753314844639663e-05
ypfJ,2581,shift,15.0,0.0001303687779657066
ypfM,14140,shift,15.0,0.0007142249207419958
ypfN,1484,shift,15.0,7.49582590085659e-05
yphA,1613,shift,15.0,8.147417235904097e-05
yphB,375,shift,15.0,1.8941608576962408e-05
yphC,372,shift,15.0,1.8790075708346708e-05
yphD,163,shift,15.0,8.233285861452994e-06
yphE,475,shift,15.0,2.3992704197485717e-05
yphF,497,shift,15.0,2.5103945234000843e-05
yphG,332,shift,15.0,1.6769637460137385e-05
yphH,762,shift,15.0,3.848934862838761e-05
ypjA,7006,shift,15.0,0.000353879759173863
ypjB,24,shift,15.0,1.212262948925594e-06
ypjC,8,shift,15.0,4.040876496418647e-07
ypjD,788,shift,15.0,3.980263348972367e-05
ypjF,72,shift,15.0,3.636788846776782e-06
ypjJ,4,shift,15.0,2.0204382482093234e-07
ypjK,2,shift,15.0,1.0102191241046617e-07
ypjM_1,44,shift,15.0,2.222482073030256e-06
ypjM_2,2,shift,15.0,1.0102191241046617e-07
ypjM_3,165,shift,15.0,8.33430777386346e-06
yqaA,827,shift,15.0,4.177256078172776e-05
yqaB,1145,shift,15.0,5.7835044854991884e-05
yqaE,4193,shift,15.0,0.00021179243936854234
yqcA,3761,shift,15.0,0.00018997170628788163
yqcC,173,shift,15.0,8.738395423505324e-06
yqcE,96,shift,15.0,4.849051795702376e-06
yqcG,1,shift,15.0,5.0510956205233086e-08
yqeA,425,shift,15.0,2.1467156387224063e-05
yqeB,9362,shift,15.0,0.00047288357199339216
yqeC,6465,shift,15.0,0.0003265533318668319
yqeF,13908,shift,15.0,0.0007025063789023818
yqeG,133,shift,15.0,6.717957175296001e-06
yqeH,130,shift,15.0,6.5664243066803015e-06
yqeI,32,shift,15.0,1.6163505985674588e-06
yqeJ,10,shift,15.0,5.051095620523309e-07
yqeK,9,shift,15.0,4.545986058470978e-07
yqeL,3,shift,15.0,1.5153286861569926e-07
yqfA,7868,shift,15.0,0.0003974202034227739
yqfB,688,shift,15.0,3.4751537869200364e-05
yqfE,57,shift,15.0,2.879124503698286e-06
yqfG,28,shift,15.0,1.4143067737465264e-06
yqgA,262,shift,15.0,1.3233870525771069e-05
yqgB,68,shift,15.0,3.43474502195585e-06
yqgC,8,shift,15.0,4.040876496418647e-07
yqgD,4,shift,15.0,2.0204382482093234e-07
yqgE,925,shift,15.0,4.67226344898406e-05
yqgF,355,shift,15.0,1.7931389452857745e-05
yqhA,1723,shift,15.0,8.703037754161661e-05
yqhC,658,shift,15.0,3.323620918304337e-05
yqhD,1195,shift,15.0,6.036059266525354e-05
yqhG,171,shift,15.0,8.637373511094858e-06
yqhH,71,shift,15.0,3.586277890571549e-06
yqiA,851,shift,15.0,4.2984823730653356e-05
yqiB,1140,shift,15.0,5.758249007396572e-05
yqiC,1536,shift,15.0,7.758482873123802e-05
yqiG,167,shift,15.0,8.435329686273925e-06
yqiH,37,shift,15.0,1.8689053795936241e-06
yqiI,89,shift,15.0,4.495475102265745e-06
yqiJ,139,shift,15.0,7.0210229125273994e-06
yqiK,281,shift,15.0,1.4193578693670497e-05
yqjA,2416,shift,15.0,0.00012203447019184313
yqjC,12490,shift,15.0,0.0006308818430033613
yqjD,9963,shift,15.0,0.0005032406566727372
yqjE,7769,shift,15.0,0.00039241961875845585
yqjF,369,shift,15.0,1.8638542839731008e-05
yqjG,6376,shift,15.0,0.00032205785676456614
yqjH,265,shift,15.0,1.3385403394386767e-05
yqjI,326,shift,15.0,1.6466571722905988e-05
yqjK,6836,shift,15.0,0.0003452928966189734
yraH,88,shift,15.0,4.444964146060512e-06
yraI,7,shift,15.0,3.535766934366316e-07
yraJ,430,shift,15.0,2.171971116825023e-05
yraK,319,shift,15.0,1.6112995029469353e-05
yraN,684,shift,15.0,3.454949404437943e-05
yraP,1721,shift,15.0,8.692935562920614e-05
yraQ,235,shift,15.0,1.1870074708229776e-05
yraR,637,shift,15.0,3.2175479102733475e-05
yrbG,1069,shift,15.0,5.399621218339417e-05
yrbL,3656,shift,15.0,0.00018466805588633216
yrbN,68,shift,15.0,3.43474502195585e-06
yrdA,2032,shift,15.0,0.00010263826300903364
yrdB,535,shift,15.0,2.70233615697997e-05
yrdD,7795,shift,15.0,0.0003937329036197919
yrfF,5948,shift,15.0,0.0003004391675087264
yrfG,2069,shift,15.0,0.00010450716838862725
yrhA,7,shift,15.0,3.535766934366316e-07
yrhB,67,shift,15.0,3.384234065750617e-06
yrhD,3,shift,15.0,1.5153286861569926e-07
ysaA,317,shift,15.0,1.6011973117058887e-05
ysaB,783,shift,15.0,3.9550078708697504e-05
ysgA,10208,shift,15.0,0.0005156158409430193
yshB,1697,shift,15.0,8.571709268028054e-05
ytcA,2,shift,15.0,1.0102191241046617e-07
ytfA,12,shift,15.0,6.06131474462797e-07
ytfB,4895,shift,15.0,0.000247251130624616
ytfE,108,shift,15.0,5.4551832701651735e-06
ytfF,631,shift,15.0,3.1872413365502075e-05
ytfH,285,shift,15.0,1.439562251849143e-05
ytfI,311,shift,15.0,1.570890737982749e-05
ytfJ,6800,shift,15.0,0.000343474502195585
ytfK,20284,shift,15.0,0.001024564235666948
ytfL,1387,shift,15.0,7.00586962566583e-05
ytfP,4773,shift,15.0,0.00024108879396757754
ytfQ,19888,shift,15.0,0.0010045618970096757
ytfR,5633,shift,15.0,0.000284528216304078
ytfT,1187,shift,15.0,5.995650501561167e-05
ythA,7,shift,15.0,3.535766934366316e-07
ytjA,6948,shift,15.0,0.0003509501237139595
ytjB,530,shift,15.0,2.6770806788773534e-05
ytjC,1355,shift,15.0,6.844234565809083e-05
yzcX,74,shift,15.0,3.7378107591872483e-06
yzfA,37,shift,15.0,1.8689053795936241e-06
yzgL,77,shift,15.0,3.8893436278029476e-06
zapA,11977,shift,15.0,0.0006049697224700767
zapB,8118,shift,15.0,0.0004100479424740822
zapC,4957,shift,15.0,0.0002503828099093404
zapD,832,shift,15.0,4.202511556275393e-05
zapE,931,shift,15.0,4.7025700227072e-05
zinT,59,shift,15.0,2.980146416108752e-06
zipA,13069,shift,15.0,0.0006601276866461912
zitB,2134,shift,15.0,0.00010779038054196741
zntA,2161,shift,15.0,0.0001091541763595087
zntR,2218,shift,15.0,0.00011203330086320699
znuA,1433,shift,15.0,7.238220024209901e-05
znuB,357,shift,15.0,1.803241136526821e-05
znuC,482,shift,15.0,2.434628089092235e-05
zraP,185,shift,15.0,9.344526897968121e-06
zraR,512,shift,15.0,2.586160957707934e-05
zraS,429,shift,15.0,2.1669200212044994e-05
zupT,4977,shift,15.0,0.00025139302903344506
zur,824,shift,15.0,4.162102791311206e-05
zwf,4205,shift,15.0,0.00021239857084300512
aaeA,113,shift,60.0,6.054230691049179e-06
aaeB,197,shift,60.0,1.0554720762271577e-05
aaeR,495,shift,60.0,2.652074506256056e-05
aaeX,21,shift,60.0,1.1251225178055996e-06
aas,1466,shift,60.0,7.854426719538138e-05
aat,796,shift,60.0,4.264750115110749e-05
abgA,204,shift,60.0,1.092976160154011e-05
abgB,184,shift,60.0,9.858216346487159e-06
abgR,1050,shift,60.0,5.625612589027998e-05
abgT,243,shift,60.0,1.3019274848893367e-05
abpA,3177,shift,60.0,0.00017021496376516142
abpB,3279,shift,60.0,0.0001756798445659315
abrB,156,shift,60.0,8.358052989413025e-06
accA,5084,shift,60.0,0.0002723868038344604
accB,1921,shift,60.0,0.00010292192174783604
accC,3514,shift,60.0,0.00018827050131280367
accD,7649,shift,60.0,0.00040981248279500147
aceA,195120,shift,60.0,0.0104539955082966
aceB,158014,shift,60.0,0.008465957596596858
aceE,9015,shift,60.0,0.0004829990237151181
aceF,4464,shift,60.0,0.0002391689009278189
aceK,36761,shift,60.0,0.0019695537560500786
ackA,14442,shift,60.0,0.0007737628286737366
acnA,57634,shift,60.0,0.003087871961486092
acnB,62403,shift,60.0,0.0033433819275534684
acpH,474,shift,60.0,2.5395622544754964e-05
acpP,37775,shift,60.0,0.002023881100481263
acpS,1014,shift,60.0,5.432734443118467e-05
acpT,624,shift,60.0,3.34322119576521e-05
acrA,7945,shift,60.0,0.0004256713525697852
acrB,14720,shift,60.0,0.0007886573077189727
acrD,733,shift,60.0,3.927213359769069e-05
acrE,14,shift,60.0,7.500816785370664e-07
acrF,556,shift,60.0,2.9788958090472068e-05
acrR,365,shift,60.0,1.9555700904716375e-05
acrZ,517,shift,60.0,2.769944484311881e-05
acs,101023,shift,60.0,0.005412535815060719
actP,48044,shift,60.0,0.0025740660116882015
ada,1153,shift,60.0,6.177458395380268e-05
add,2245,shift,60.0,0.00012028095487969386
adeD,1596,shift,60.0,8.550931135322557e-05
adeP,321,shift,60.0,1.719830134359988e-05
adeQ,285,shift,60.0,1.5269519884504565e-05
adhE,35405,shift,60.0,0.0018969029877574882
adhP,10751,shift,60.0,0.0005760091518537143
adiA,243,shift,60.0,1.3019274848893367e-05
adiC,133,shift,60.0,7.125775946102131e-06
adiY,196,shift,60.0,1.050114349951893e-05
adk,3584,shift,60.0,0.000192020909705489
aegA,501,shift,60.0,2.684220863907645e-05
aer,3823,shift,60.0,0.0002048258755033718
aes,431,shift,60.0,2.3091800246391115e-05
afuB,5,shift,60.0,2.67886313763238e-07
afuC,28,shift,60.0,1.5001633570741328e-06
agaA,127,shift,60.0,6.8043123695862456e-06
agaB,33,shift,60.0,1.7680496708373709e-06
agaC,63,shift,60.0,3.375367553416799e-06
agaD,65,shift,60.0,3.482522078922094e-06
agaI,67,shift,60.0,3.589676604427389e-06
agaR,1748,shift,60.0,9.365305529162801e-05
agaS,19,shift,60.0,1.0179679923003045e-06
agaV,78,shift,60.0,4.179026494706513e-06
agaW,52,shift,60.0,2.7860176631376754e-06
agp,30699,shift,60.0,0.0016447683892435287
ahpC,53465,shift,60.0,0.002864508353070304
ahpF,5133,shift,60.0,0.00027501208970934015
ahr,4061,shift,60.0,0.0002175772640385019
aidB,2636,shift,60.0,0.00014122966461597907
ais,2766,shift,60.0,0.00014819470877382325
alaA,3562,shift,60.0,0.00019084220992493075
alaC,6559,shift,60.0,0.00035141326639461564
alaE,32,shift,60.0,1.7144724080847233e-06
alaS,15036,shift,60.0,0.0008055877227488093
aldA,303827,shift,60.0,0.016278219010348663
aldB,15791,shift,60.0,0.0008460385561270583
alkA,378,shift,60.0,2.0252205320500793e-05
alkB,239,shift,60.0,1.2804965797882776e-05
allA,770,shift,60.0,4.1254492319538654e-05
allB,19035,shift,60.0,0.0010198431964966472
allC,577,shift,60.0,3.0914080608277664e-05
allD,111,shift,60.0,5.947076165543883e-06
allE,1277,shift,60.0,6.841816453513098e-05
allR,8485,shift,60.0,0.0004546030744562149
allS,172,shift,60.0,9.215289193455388e-06
alpA,24,shift,60.0,1.2858543060635424e-06
alr,799,shift,60.0,4.2808232939365436e-05
alsA,617,shift,60.0,3.305717111838357e-05
alsB,1778,shift,60.0,9.526037317420743e-05
alsC,330,shift,60.0,1.7680496708373708e-05
alsE,351,shift,60.0,1.880561922617931e-05
alsK,371,shift,60.0,1.987716448123226e-05
