growth_rate_hr,tRNA_per_ribosome,source
0.39890710382513700,12.519206280123200,"Dong et al.,1996"
0.7049180327868850,9.442332801392720,"Dong et al.,1996"
1.0710382513661200,7.514128665151440,"Dong et al.,1996"
1.639344262295080,7.231877750374780,"Dong et al.,1996"
2.4480874316939900,6.529554943017880,"Dong et al.,1996"
