nu_max
13.9872
4.09983
18.9141
8.7089
8.26516
3.49039
5.19868
14.6881
2.93796
12.2824
7.09727
3.85688
3.30608
5.32917
31.3238
7.01044
13.3301
7.99042
16.6344
15.204
15.1153
6.25751
5.6445
4.27465
6.55077
16.2896
5.26152
18.1069
13.5894
10.0964
14.1703
5.22471
6.56195
5.34519
15.2586
3.35436
5.40256
3.37227
6.21128
16.2377
6.21077
8.36713
6.90333
8.02459
8.42529
14.6214
9.52464
4.35256
2.80082
13.0884
5.2851
6.42026
6.57015
5.50247
3.99487
4.84655
5.95282
6.33767
3.51924
12.3028
12.6686
6.61918
6.55087
15.3741
6.67105
27.8222
2.69027
17.7939
5.00695
4.77547
6.50009
10.8357
4.28691
4.60243
7.71036
7.92286
4.9253
2.95283
9.28483
3.03606
25.9462
8.56295
6.39901
14.741
6.69578
11.6442
10.2083
11.9739
3.67136
4.9998
8.34214
5.06075
3.29351
28.342
12.4187
9.48747
9.78671
9.23471
5.93577
6.29911
6.54576
5.35869
7.4812
7.32273
5.00767
16.8249
6.76036
12.1669
15.9369
6.47293
13.1651
8.73824
11.7299
9.6183
5.60635
17.3746
7.67548
4.65698
17.1618
8.47788
3.54822
6.39061
2.97615
15.4948
5.39978
25.399
3.8147
12.9522
19.6747
10.7289
12.6536
17.8129
7.42222
20.0865
5.1467
15.856
11.5783
8.52126
12.0655
17.5728
5.5199
5.41967
5.58698
7.47833
12.8782
3.98137
4.91838
7.87717
5.19582
14.4284
3.43696
24.8905
6.32118
4.10084
7.38511
13.8566
6.3605
15.0067
18.2905
4.51801
4.63691
3.1819
3.9231
8.43386
4.50886
5.46073
3.94476
5.41546
23.1855
4.44844
15.3397
10.4106
7.00568
9.66619
4.37038
5.9557
8.15257
3.99257
11.43
14.2653
7.04322
8.34045
4.96031
8.58245
13.581
8.73602
11.6523
14.1263
6.56744
7.10261
12.4525
3.53465
18.2774
5.55546
4.29055
5.25774
13.2594
7.34527
10.1139
11.1166
12.6058
6.46608
6.31999
7.07168
12.4468
6.08078
7.10905
14.5492
4.02121
6.51592
13.414
7.59411
16.038
9.46808
13.5808
7.54007
7.54648
10.764
24.6988
7.2872
3.66938
22.3925
5.7071
18.5352
26.6735
7.14014
11.9456
9.69113
7.22477
4.62868
9.88467
22.6869
4.88953
5.87369
10.9264
7.85456
21.104
9.15001
18.5603
12.4194
7.9624
8.66608
6.98619
14.5181
2.86366
7.26589
6.74003
4.75511
23.3762
10.4573
6.99613
7.32426
4.67029
11.1056
4.0222
20.2769
10.0341
8.48095
5.24909
9.88859
3.9536
19.9486
3.95848
2.6323
14.6997
5.84148
3.97343
9.3659
17.0867
3.80311
18.4937
4.89729
6.77607
8.13953
7.54958
14.6612
7.14651
17.7654
11.714
5.53144
4.42754
6.08876
7.74923
8.23356
15.8052
4.53881
7.1364
10.2675
10.6223
13.9953
9.46302
2.85822
5.94453
16.1386
14.6698
8.86164
6.74917
8.19245
17.8504
6.82421
9.61757
18.7869
4.26199
4.94686
15.0006
6.55226
16.8816
3.97669
3.65276
3.9484
15.6169
10.8621
4.21918
8.70819
8.02843
3.88173
17.4695
5.60166
7.68031
8.80527
5.43614
6.75923
19.8815
4.95408
5.29613
9.48503
13.2645
9.91749
7.93845
3.267
5.73902
20.6867
10.4223
7.76202
5.66849
3.27347
13.7461
5.63038
5.07114
12.4781
8.09815
12.3074
3.37633
21.0212
2.6214
3.71146
5.4488
10.381
16.0126
6.38896
13.2655
5.75047
2.95752
21.7072
13.1377
21.2069
5.90338
11.691
12.7086
5.19496
4.28026
8.30633
4.8183
17.7418
4.16855
7.73503
11.7546
18.0717
3.3712
8.14952
5.79811
13.3717
11.0846
15.0492
18.6873
3.10675
18.9379
11.2567
4.12311
12.013
6.31696
9.38846
3.71023
10.4848
3.89089
4.13436
14.7953
7.88128
12.6529
4.0272
7.74053
14.1556
11.3081
7.83852
8.63983
12.4284
3.40491
3.1591
7.05463
7.88664
7.64277
9.55176
5.47694
4.82121
9.50345
8.93966
11.2247
16.822
3.88091
3.98707
5.6471
5.8335
16.8837
5.89188
15.5348
10.7696
10.7688
15.091
14.471
8.95354
10.2671
6.51744
2.70931
3.60586
15.3037
7.21805
4.12476
5.62683
5.74477
16.3136
13.1808
7.34543
10.0678
9.00987
7.4114
8.71495
10.0469
10.6751
9.78526
9.47296
6.51959
13.0529
11.4944
10.7526
10.8579
9.49263
7.67606
4.1839
16.0846
13.8833
5.63714
11.1576
13.0599
12.1585
10.6651
4.92793
17.3986
2.66035
27.6484
16.9972
5.13846
7.59435
9.63385
9.19381
6.5312
3.55819
4.52063
20.3785
18.2992
5.47796
21.5151
3.30157
19.0477
10.6302
5.8703
9.72899
3.00143
4.97688
4.34698
6.28009
3.64089
17.9991
13.4512
7.06267
15.4525
10.7134
10.0458
9.39844
9.5988
11.3186
11.0359
14.5773
22.7361
5.05767
17.0104
16.2963
6.96205
13.4895
5.17339
2.74694
8.51351
7.94725
3.75398
5.94503
8.79413
9.88821
4.30442
3.75702
13.9901
17.5839
13.7127
12.6695
5.67398
4.89472
5.88411
24.3651
3.51879
6.7402
7.28078
11.5909
14.4941
5.43844
6.06439
4.40464
9.26581
19.426
3.55158
11.985
12.0084
7.32586
9.11956
11.7579
5.83618
17.7927
11.8907
6.04504
4.82312
3.20387
8.67595
14.924
8.94825
3.05984
10.701
3.35024
8.07532
7.03001
3.17359
5.31502
22.6081
11.5765
7.63539
3.54995
4.83755
3.76713
14.8104
3.29853
7.16593
4.80235
11.2734
14.9135
23.2653
5.62546
8.57058
7.31403
12.9957
8.53357
14.461
16.5604
4.18132
6.36319
6.92459
6.40294
24.448
2.86747
16.7209
6.97673
15.9471
7.02862
5.1143
4.74513
3.39199
9.19382
9.04321
11.506
18.0269
8.52074
12.279
8.59906
4.53832
13.5078
6.06359
18.4113
2.77865
27.2218
5.9507
15.3556
6.90985
9.25274
8.64516
11.4648
12.8215
11.8262
10.7107
2.31388
32.0682
2.52212
24.2866
3.00473
13.5205
7.91342
11.799
8.07946
19.3818
3.56373
4.51548
5.60479
3.41732
25.7824
10.5535
6.72664
14.5389
9.98067
16.5204
4.88946
12.7688
9.13619
9.71952
5.07032
7.65735
5.97181
5.17338
20.9007
6.26523
14.5429
9.3327
7.94859
12.8459
3.77153
3.83541
11.9331
7.65071
10.4082
10.1527
5.24097
13.1298
9.74837
12.2844
7.89384
11.2204
11.7672
8.34869
3.59353
7.66864
9.73486
12.3281
14.8247
7.47439
7.73411
8.31664
22.4095
18.3311
9.06271
11.0033
17.247
9.56396
11.958
9.77488
5.8623
6.20482
25.5069
2.89439
31.635
1.99226
20.0801
3.67003
6.39563
4.3713
3.27199
17.5528
17.0833
10.0647
5.54076
3.97823
11.8599
17.9549
11.5988
11.2919
10.2737
19.7837
18.0105
6.51041
7.77355
11.7969
23.8419
2.63497
27.5556
10.8543
6.61402
12.3627
4.01901
15.9457
