exp_type,experiment,frac_gene,gene,trial,growth_rate_hr
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpmF,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpmG,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpmI,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsA,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsB,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsC,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsD,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsE,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsF,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsG,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsH,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsI,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsJ,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsK,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsL,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsM,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsN,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsO,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsP,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsQ,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsR,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsS,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsT,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001034126163391930,rpsU,1.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplA,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplB,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplC,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplD,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplE,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplF,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplI,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplJ,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplK,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplL,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplM,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplN,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplO,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplP,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplQ,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplR,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplS,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplT,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplU,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplV,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplW,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplX,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rplY,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmA,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmB,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmC,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmD,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmE,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmF,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmG,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmI,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpmJ2,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsA,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsB,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsC,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsD,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsE,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsF,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsG,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsH,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsI,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsJ,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsK,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsL,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsM,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsN,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsO,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsP,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsQ,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsR,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsS,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsT,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,rpsU,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0011248593925759300,sra,2.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.008380237648530330,rplA,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0053783614759224500,rplB,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00225140712945591,rplC,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0032520325203252000,rplD,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0046278924327704800,rplE,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0032520325203252000,rplF,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.006378986866791750,rplI,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.005628517823639780,rplJ,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0046278924327704800,rplK,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.012257661038148800,rplL,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001876172607879930,rplM,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0013758599124452800,rplN,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0035021888680425300,rplO,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0016260162601626000,rplP,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0020012507817385900,rplQ,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.000375234521575985,rplR,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0006253908692933080,rplS,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001125703564727960,rplT,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0010006253908692900,rplU,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0038774233896185100,rplV,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0002501563477173230,rplW,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0028767979987492200,rplX,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00225140712945591,rplY,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00012507817385866200,rpmA,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0012507817385866200,rpmB,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0016260162601626000,rpmC,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0012507817385866200,rpmD,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00075046904315197,rpmE,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.000375234521575985,rpmF,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0005003126954346470,rpmG,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0002501563477173230,rpmI,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.019011882426516600,rpsA,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.007879924953095690,rpsB,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0050031269543464700,rpsC,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00450281425891182,rpsD,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0042526579111945000,rpsE,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00450281425891182,rpsF,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.008380237648530330,rpsG,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.000375234521575985,rpsH,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0017510944340212600,rpsI,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.004377736085053160,rpsJ,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0020012507817385900,rpsK,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.001125703564727960,rpsL,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.004878048780487810,rpsM,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00075046904315197,rpsN,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00075046904315197,rpsO,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0035021888680425300,rpsP,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0013758599124452800,rpsQ,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00150093808630394,rpsR,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0013758599124452800,rpsS,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.00525328330206379,rpsT,3.0,1.03972077083992
C-lim,NCM3722_Lac_3MBA0,0.0023764853033145700,rpsU,3.0,1.03972077083992
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplA,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplB,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplC,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplD,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplE,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplF,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplI,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplJ,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplK,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplL,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplM,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplN,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplO,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplP,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplQ,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplR,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplS,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplT,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplU,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplV,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplW,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplX,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rplY,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpmA,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpmB,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpmC,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpmD,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpmE,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpmF,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpmG,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpmI,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsA,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsB,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsC,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsD,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsE,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsF,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsG,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsH,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsI,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsJ,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsK,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsL,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsM,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsN,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsO,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsP,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsQ,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsR,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsS,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsT,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008410428931875530,rpsU,1.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplA,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplB,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplC,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplD,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplE,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplF,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplI,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplJ,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplK,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplL,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplM,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplN,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplO,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplP,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplQ,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplR,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplS,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplT,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplU,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplV,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplW,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplX,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rplY,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpmA,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpmB,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpmC,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpmD,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpmE,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpmF,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpmG,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpmI,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsA,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsB,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsC,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsD,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsE,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsF,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsG,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsH,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsI,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsJ,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsK,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsL,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsM,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsN,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsO,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsP,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsQ,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsR,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsS,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsT,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009066183136899370,rpsU,2.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.004109077325364210,rplA,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00403436682853941,rplB,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0023160254015689200,rplC,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.002540156892043330,rplD,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0056032872618602900,rplE,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00403436682853941,rplF,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.004856182293612250,rplI,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0027642883825177400,rplJ,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.003212551363466570,rplK,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00403436682853941,rplL,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0023160254015689200,rplM,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0018677624206201000,rplN,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.004258498319013820,rplO,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0017183414269704900,rplP,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0016436309301456900,rplQ,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00022413149047441200,rplR,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.000597683974598431,rplS,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0017930519237952900,rplT,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008218154650728430,rplU,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.004183787822189020,rplV,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00014942099364960800,rplW,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.002017183414269710,rplX,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.002614867388868140,rplY,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.000597683974598431,rpmA,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0011206574523720600,rpmB,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.001270078446021670,rpmC,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0010459469555472500,rpmD,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0005229734777736270,rpmE,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0015689204333208800,rpmF,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0009712364587224510,rpmG,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00022413149047441200,rpmI,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00806873365707882,rpsA,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0055285767650354900,rpsB,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.002614867388868140,rpsC,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0032872618602913700,rpsD,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0035113933507657800,rpsE,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0029137093761673500,rpsF,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0037355248412401900,rpsG,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008965259618976470,rpsH,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0022413149047441200,rpsI,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.002540156892043330,rpsJ,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0014942099364960800,rpsK,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.000597683974598431,rpsL,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0027642883825177400,rpsM,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00037355248412401900,rpsN,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00014942099364960800,rpsO,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.00134478894284647,rpsP,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0008965259618976470,rpsQ,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0005229734777736270,rpsR,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.000672394471423235,rpsS,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.0035113933507657800,rpsT,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA0,0.001270078446021670,rpsU,3.0,0.452052509060834
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplA,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplB,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplC,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplD,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplE,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplF,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplI,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplJ,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplK,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplL,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplM,1.0,0.577622650466621
C-lim,NQ381_Lac_3MBA25,0.0008658008658008660,rplN,1.0,0.577622650466621
